"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3186251,142,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3186189,116,"Online travel blogs",NA,"7"
3186251,141,"Facebook",NA,"8"
3187099,103,"Airline websites",NA,"7"
3186251,143,"Online travel blogs",NA,"8"
3186251,140,"www.tripadvisor.com",NA,"Very Useful10"
3186251,140,"www.tripadvisor.com",NA,"Very Useful10"
3187099,104,"www.lonleyplanet.com",NA,"Very Useful10"
3186190,116,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3187099,106,"Travel guides/books about New Zealand",NA,"Very Useful10"
3187099,105,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3186190,115,"Friends, family and colleagues",NA,"9"
3187099,105,"100% Pure New Zealand www.newzealand.com",NA,"8"
3186258,97,"Friends, family and colleagues","Friends, family and colleagues","8"
3187099,104,"Travel agents in your home country in person",NA,"Very Useful10"
3186221,111,"None of these","None of these","None of these"
3187099,106,"Another source",NA,"Very Useful10"
3186260,113,"By phoning airlines","By phoning airlines","8"
3186222,101,"Airline websites","Airline websites","8"
3186222,102,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3187100,125,"Travel guides/books about New Zealand",NA,"8"
3186260,112,"Airline websites","Airline websites","6"
3187100,123,"Travel agents in your home country over the phone",NA,"Very Useful10"
3187100,123,"Airline websites",NA,"Very Useful10"
3186274,97,"Airline websites","Airline websites","8"
3186223,101,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3186223,101,"Online travel blogs",NA,"6"
3186223,100,"www.newzealand.com",NA,"7"
3186223,100,"www.newzealand.com",NA,"6"
3186276,120,"Airline websites","Airline websites","Very Useful10"
3187114,133,"Airline websites",NA,"Very Useful10"
3186276,120,"Airline websites","Airline websites","Very Useful10"
3186223,99,"www.lonleyplanet.com",NA,"7"
3187114,133,"By visiting an airline outlet",NA,"Very Useful10"
3186223,99,"www.tripadvisor.com",NA,"7"
3186276,123,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3187114,135,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3186223,98,"Friends, family and colleagues","Friends, family and colleagues","8"
3186276,121,"www.wotif.com",NA,"Very Useful10"
3187114,135,"www.tripadvisor.com",NA,"Very Useful10"
3186276,122,"Facebook",NA,"Very Useful10"
3187114,134,"Travel agents in your home country in person",NA,"9"
3186276,122,"Facebook",NA,"Very Useful10"
3187114,134,"Travel agents in your home country in person",NA,"8"
3186276,120,"Friends, family and colleagues",NA,"Very Useful10"
3187114,132,"Friends, family and colleagues",NA,"6"
3186276,124,"Another source",NA,"Another source"
3186239,91,"None of these","None of these","None of these"
3186254,98,"Airline websites","Airline websites","Very Useful10"
3186294,93,"Other publications e.g. magazines","Other publications e.g. magazines","6"
3186294,92,"www.wotif.com","www.wotif.com","7"
3187116,114,"100% Pure New Zealand www.newzealand.com",NA,"9"
3186255,103,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3186255,103,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3187116,113,"Travel agents in your home country in person",NA,"6"
3187116,115,"www.i-SITE.org.nz",NA,"5"
3187116,115,"www.i-SITE.org.nz",NA,"9"
3187116,114,"www.tripadvisor.com",NA,"9"
3186255,103,"www.lonleyplanet.com",NA,"Very Useful10"
3186255,104,"Travel guides/books about New Zealand",NA,"Very Useful10"
3186299,122,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3186256,88,"Friends, family and colleagues",NA,"8"
3187117,102,"Airline websites",NA,"9"
3187117,103,"Online travel blogs",NA,"6"
3187117,102,"Friends, family and colleagues",NA,"9"
3186299,123,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3186272,110,"Friends, family and colleagues",NA,"9"
3187133,112,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3187133,111,"Travel agents in your home country in person",NA,"3"
3186299,121,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3187133,112,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3186272,113,"Travel agents in your home country in person",NA,"8"
3186272,113,"Travel agents in your home country in person",NA,"9"
3186272,112,"Travel agents in your home country via the internet",NA,"8"
3186272,114,"Travel guides/books about New Zealand",NA,"Very Useful10"
3186299,120,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","8"
3187134,126,"www.lonleyplanet.com",NA,"6"
3186272,114,"www.tripadvisor.com",NA,"Very Useful10"
3187134,125,"Travel agents in your home country in person",NA,"6"
3186272,111,"By phoning airlines",NA,"8"
3186272,111,"By phoning airlines",NA,"8"
3186272,110,"Airline websites",NA,"9"
3187149,111,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3186301,94,"Airline websites","Airline websites","6"
3186289,99,"Friends, family and colleagues",NA,"Very Useful10"
3186310,92,"Airline websites","Airline websites","9"
3186310,93,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3187165,118,"www.wotif.com",NA,"Very Useful10"
3187165,119,"Another source",NA,"8"
3187165,119,"100% Pure New Zealand www.newzealand.com",NA,"8"
3187165,117,"Friends, family and colleagues",NA,"9"
3186304,102,"Airline websites","Airline websites","8"
3186319,126,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3186306,99,"www.newzealand.com","www.newzealand.com","Very Useful10"
3187181,129,"100% Pure New Zealand www.newzealand.com",NA,""
3186319,126,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3186306,98,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3186319,124,"Airline websites","Airline websites","7"
3186319,125,"www.wotif.com","www.wotif.com","4"
3186319,126,"www.newzealand.com",NA,"Very Useful10"
3187199,117,"Another source",NA,"8"
3187199,117,"Another source",NA,"Another source"
3186307,96,"Friends, family and colleagues",NA,"9"
3187199,115,"www.lonleyplanet.com",NA,"8"
3187199,116,"Travel guides/books about New Zealand",NA,""
3186307,98,"www.wotif.com",NA,"5"
3186307,96,"Airline websites",NA,"9"
3186326,96,"Airline websites","Airline websites","8"
3186307,99,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3186307,99,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3187200,117,"Travel guides/books about New Zealand",NA,"8"
3186335,102,"Airline websites","Airline websites","Very Useful10"
3187200,116,"100% Pure New Zealand www.newzealand.com",NA,"9"
3186307,98,"www.lonleyplanet.com",NA,"5"
3186335,101,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3186321,85,"Airline websites","Airline websites","9"
3187201,110,"Friends, family and colleagues",NA,"9"
3187201,112,"www.lonleyplanet.com",NA,"8"
3186351,88,"Another source","Another source","Another source"
3187201,112,"www.lonleyplanet.com",NA,"Very Useful10"
3186322,145,"www.newzealand.com",NA,"9"
3186322,145,"www.newzealand.com",NA,"8"
3187201,111,"By phoning airlines",NA,"Not Sure"
3186322,146,"Travel guides/books about New Zealand",NA,"8"
3187201,113,"Another social networking website",NA,"9"
3186322,144,"www.tripadvisor.com",NA,"9"
3187201,110,"Airline websites","Airline websites","9"
3187201,110,"Airline websites","Airline websites","Not Sure"
3186322,146,"www.i-SITE.org.nz",NA,"8"
3186369,90,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3186369,91,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3186337,115,"www.i-SITE.org.nz",NA,"9"
3187216,123,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not Sure"
3186337,113,"www.tripadvisor.com",NA,"4"
3186376,93,"Travel agents in your home country over the phone",NA,"3"
3187216,121,"By phoning airlines",NA,"8"
3186376,94,"www.tripadvisor.com",NA,"8"
3186337,113,"Travel agents in your home country over the phone",NA,"4"
3186376,94,"www.tripadvisor.com",NA,"5"
3186337,115,"www.newzealand.com",NA,"9"
3187216,124,"Travel guides/books about New Zealand",NA,"9"
3186337,114,"www.wotif.com",NA,"4"
3186337,114,"www.wotif.com",NA,"Very Useful10"
3187216,121,"Friends, family and colleagues",NA,"8"
3186337,116,"Online travel blogs",NA,"5"
3186337,116,"Online travel blogs",NA,"6"
3187216,124,"Another source","Another source","Another source"
3187216,124,"Another source","Another source","9"
3186337,112,"Airline websites","Airline websites","5"
3186378,122,"www.tripadvisor.com",NA,"9"
3186340,104,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3186378,125,"Travel guides/books about New Zealand",NA,"Very Useful10"
3187217,116,"Travel agents in your home country in person",NA,"7"
3186378,121,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3187217,114,"Friends, family and colleagues",NA,"9"
3186378,121,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3187217,116,"100% Pure New Zealand www.newzealand.com",NA,"7"
3186370,110,"Friends, family and colleagues",NA,"Not Sure"
3186378,124,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3186378,124,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3186378,123,"www.wotif.com","www.wotif.com","8"
3187217,117,"Travel guides/books about New Zealand",NA,"8"
3186370,112,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not Sure"
3187217,117,"Travel guides/books about New Zealand",NA,"9"
3186378,120,"Airline websites","Airline websites","9"
3186370,113,"Online travel blogs",NA,"Not Sure"
3186370,113,"Online travel blogs",NA,"Not Sure"
3186378,120,"Airline websites","Airline websites","9"
3187217,114,"Airline websites","Airline websites","9"
3186370,114,"Travel guides/books about New Zealand",NA,"Not Sure"
3187217,114,"Airline websites","Airline websites","9"
3186370,112,"www.lonleyplanet.com",NA,"Not Sure"
3186378,120,"Friends, family and colleagues",NA,"9"
3186370,111,"www.tripadvisor.com",NA,"Not Sure"
3186370,111,"www.tripadvisor.com",NA,"Not Sure"
3187233,111,"Airline websites",NA,"9"
3187233,112,"www.tripadvisor.com",NA,"Very Useful10"
3186385,122,"www.i-SITE.org.nz",NA,"Very Useful10"
3186371,122,"www.tripadvisor.com",NA,"9"
3186371,122,"www.tripadvisor.com",NA,"9"
3186385,125,"Other publications e.g. magazines",NA,"Very Useful10"
3186371,123,"www.newzealand.com",NA,"9"
3186385,123,"Online travel blogs",NA,"Very Useful10"
3186371,121,"Friends, family and colleagues",NA,"9"
3187234,125,"Travel guides/books about New Zealand",NA,"9"
3186385,120,"Airline websites","Airline websites","Very Useful10"
3186385,122,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3186385,122,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
