"SurveyResponseID","AnswerNumber","HobbitExpType"
3192004,148,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192004,149,"Wanted to see where the film was made"
3192004,150,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192029,106,"The scenery"
3192029,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192035,101,"Something else"
3192035,103,"??????????????????????????????????????????????????????"
3192038,132,"The scenery"
3192058,104,"I wanted to visit Hobbiton"
3192096,128,"The scenery"
3192096,129,"Wanted to see if the scenery was like it was in the film"
3192096,130,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192096,131,"Wanted to see where the film was made"
3192096,132,"I wanted to visit Hobbiton"
3192096,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192106,96,"The scenery"
3192106,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192106,98,"I wanted to visit Hobbiton"
3192211,99,"The scenery"
3192211,100,"Wanted to see if the scenery was like it was in the film"
3192211,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192211,102,"Wanted to see where the film was made"
3192211,103,"I wanted to visit Hobbiton"
3192216,114,"The scenery"
3192216,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192231,125,"The scenery"
3192236,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192236,125,"I wanted to visit Hobbiton"
3192245,148,"Wanted to see if the scenery was like it was in the film"
3192245,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192248,94,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192267,101,"The scenery"
3192271,132,"The scenery"
3192300,108,"I wanted to visit Hobbiton"
3192314,105,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192320,112,"The scenery"
3192320,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192345,103,"The scenery"
3192353,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192374,183,"The scenery"
3192374,184,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192406,94,"I wanted to visit Hobbiton"
3192408,177,"The scenery"
3192408,178,"Wanted to see if the scenery was like it was in the film"
3192408,179,"Wanted to see where the film was made"
3192408,180,"I wanted to visit Hobbiton"
3192444,98,"Wanted to see if the scenery was like it was in the film"
3192444,99,"I wanted to visit Hobbiton"
3192451,99,"The scenery"
3192451,100,"Wanted to see if the scenery was like it was in the film"
3192451,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192451,102,"Wanted to see where the film was made"
3192451,103,"I wanted to visit Hobbiton"
3192452,125,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192452,126,"Wanted to see where the film was made"
3192452,127,"I wanted to visit Hobbiton"
3192453,149,"The scenery"
3192453,150,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192488,97,"The scenery"
3192488,98,"I wanted to visit Hobbiton"
3192494,123,"Wanted to see if the scenery was like it was in the film"
3192494,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192494,125,"Wanted to see where the film was made"
3192509,142,"The scenery"
3192509,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192509,144,"Wanted to see where the film was made"
3192509,145,"I wanted to visit Hobbiton"
3192568,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192570,127,"The scenery"
3192623,100,"The scenery"
3192627,175,"The scenery"
3192627,176,"Wanted to see if the scenery was like it was in the film"
3192627,177,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192627,178,"I wanted to visit Hobbiton"
3192650,153,"The scenery"
3192656,188,"The scenery"
3192656,189,"Wanted to see if the scenery was like it was in the film"
3192656,190,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192671,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192683,167,"The scenery"
3192683,168,"Wanted to see if the scenery was like it was in the film"
3192683,169,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192683,170,"I wanted to visit Hobbiton"
3192686,113,"The scenery"
3192686,114,"Wanted to see if the scenery was like it was in the film"
3192686,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192686,116,"Wanted to see where the film was made"
3192686,117,"I wanted to visit Hobbiton"
3192701,140,"The scenery"
3192701,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192741,154,"Wanted to see if the scenery was like it was in the film"
3192741,155,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192741,156,"I wanted to visit Hobbiton"
3192753,93,"The scenery"
3192753,94,"Wanted to see if the scenery was like it was in the film"
3192753,95,"Wanted to see where the film was made"
3192768,121,"The scenery"
3192768,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192816,130,"The scenery"
3192816,131,"Wanted to see where the film was made"
3192817,97,"Wanted to see if the scenery was like it was in the film"
3192817,98,"I wanted to visit Hobbiton"
3192820,99,"The scenery"
3192820,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192831,110,"The scenery"
3192837,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192837,97,"Wanted to see where the film was made"
3192837,98,"I wanted to visit Hobbiton"
3192851,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192855,117,"Wanted to see if the scenery was like it was in the film"
3192855,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192879,120,"The scenery"
3192900,90,"The scenery"
3192908,132,"The scenery"
3192908,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192908,134,"Wanted to see where the film was made"
3192908,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192915,92,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3192938,159,"The scenery"
3192938,160,"Wanted to see if the scenery was like it was in the film"
3192938,161,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192938,162,"Wanted to see where the film was made"
3192938,163,"I wanted to visit Hobbiton"
3192945,97,"Wanted to see if the scenery was like it was in the film"
3192945,98,"Wanted to see where the film was made"
3192949,202,"The scenery"
3192949,203,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192949,204,"Wanted to see where the film was made"
3192949,205,"I wanted to visit Hobbiton"
3192960,144,"The scenery"
3192960,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192960,146,"Wanted to see where the film was made"
3192974,114,"The scenery"
3192974,115,"Wanted to see where the film was made"
3192974,116,"I wanted to visit Hobbiton"
3192987,158,"The scenery"
3192987,159,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3192987,160,"Wanted to see where the film was made"
3192987,161,"I wanted to visit Hobbiton"
3193031,112,"I wanted to visit Hobbiton"
3193031,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3193035,107,"Wanted to see if the scenery was like it was in the film"
3193035,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193035,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3193063,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3193116,114,"The scenery"
3193122,125,"The scenery"
3193122,126,"Wanted to see if the scenery was like it was in the film"
3193124,177,"The scenery"
3193124,178,"Wanted to see where the film was made"
3193124,179,"I wanted to visit Hobbiton"
3193137,206,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193137,207,"Wanted to see where the film was made"
3193137,208,"I wanted to visit Hobbiton"
3193160,113,"The scenery"
3193165,137,"The scenery"
3193165,138,"Wanted to see if the scenery was like it was in the film"
3193165,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193165,140,"Wanted to see where the film was made"
3193165,141,"I wanted to visit Hobbiton"
3193209,103,"The scenery"
3193209,104,"Wanted to see if the scenery was like it was in the film"
3193209,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193209,106,"Wanted to see where the film was made"
3193209,107,"I wanted to visit Hobbiton"
3193211,101,"I wanted to visit Hobbiton"
3193272,133,"Wanted to see if the scenery was like it was in the film"
3193286,110,"The scenery"
3193286,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193286,112,"I wanted to visit Hobbiton"
3193289,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193289,99,"I wanted to visit Hobbiton"
3193305,102,"Wanted to see if the scenery was like it was in the film"
3193305,103,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3193309,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193309,110,"I wanted to visit Hobbiton"
3193333,169,"The scenery"
3193333,170,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193333,171,"Wanted to see where the film was made"
3193333,172,"I wanted to visit Hobbiton"
3193333,173,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3193338,120,"The scenery"
3193339,113,"Wanted to see if the scenery was like it was in the film"
3193354,187,"The scenery"
3193354,188,"Wanted to see if the scenery was like it was in the film"
3193354,189,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193354,190,"I wanted to visit Hobbiton"
3193412,152,"The scenery"
3193412,153,"Wanted to see if the scenery was like it was in the film"
3193412,154,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193412,155,"Wanted to see where the film was made"
3193412,156,"I wanted to visit Hobbiton"
3193428,112,"Wanted to see if the scenery was like it was in the film"
3193460,100,"Wanted to see if the scenery was like it was in the film"
3193460,101,"Wanted to see where the film was made"
3193460,102,"I wanted to visit Hobbiton"
3193480,102,"The scenery"
3193480,103,"Wanted to see if the scenery was like it was in the film"
3193480,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3193480,105,"Wanted to see where the film was made"
3193480,106,"I wanted to visit Hobbiton"
3193943,129,"The scenery"
3193943,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3194074,124,"The scenery"
3194074,125,"Wanted to see if the scenery was like it was in the film"
3194074,126,"Wanted to see where the film was made"
3194112,116,"The scenery"
3194112,117,"Wanted to see if the scenery was like it was in the film"
3194112,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3194112,119,"I wanted to visit Hobbiton"
3194198,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3194198,103,"I wanted to visit Hobbiton"
3194207,123,"I wanted to visit Hobbiton"
3194207,124,"Something else"
3194220,116,"The scenery"
3194220,117,"Wanted to see where the film was made"
3194220,118,"I wanted to visit Hobbiton"
3337571,127,"The scenery"
3337571,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337571,129,"I wanted to visit Hobbiton"
3337603,93,"I wanted to visit Hobbiton"
3337620,108,"The scenery"
3337620,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337626,128,"The scenery"
3337626,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337642,104,"The scenery"
3337661,121,"The scenery"
3337661,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337666,114,"Wanted to see if the scenery was like it was in the film"
3337666,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337666,116,"Wanted to see where the film was made"
3337666,117,"I wanted to visit Hobbiton"
3337679,119,"The scenery"
3337679,120,"Wanted to see if the scenery was like it was in the film"
3337679,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337719,109,"Wanted to see if the scenery was like it was in the film"
3337719,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337719,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337778,98,"The scenery"
3337778,99,"Wanted to see if the scenery was like it was in the film"
3337778,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337778,101,"Wanted to see where the film was made"
3337778,102,"I wanted to visit Hobbiton"
3337778,103,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337791,125,"The scenery"
3337791,126,"Wanted to see if the scenery was like it was in the film"
3337791,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337791,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337794,118,"Wanted to see if the scenery was like it was in the film"
3337829,120,"The scenery"
3337829,121,"I wanted to visit Hobbiton"
3337837,116,"The scenery"
3337837,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337837,118,"Wanted to see where the film was made"
3337837,119,"I wanted to visit Hobbiton"
3337841,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337841,102,"I wanted to visit Hobbiton"
3337877,87,"Wanted to see where the film was made"
3337886,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337907,103,"The scenery"
3337907,104,"Wanted to see where the film was made"
3337907,105,"I wanted to visit Hobbiton"
3337911,101,"The scenery"
3337911,102,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337943,101,"Wanted to see if the scenery was like it was in the film"
3337943,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337943,103,"Wanted to see where the film was made"
3337943,104,"I wanted to visit Hobbiton"
3337960,132,"The scenery"
3337960,133,"Wanted to see if the scenery was like it was in the film"
3337960,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337960,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3337980,105,"Wanted to see if the scenery was like it was in the film"
3337980,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3337980,107,"Wanted to see where the film was made"
3337980,108,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338176,128,"The scenery"
3338176,129,"Wanted to see if the scenery was like it was in the film"
3338176,130,"Wanted to see where the film was made"
3338176,131,"I wanted to visit Hobbiton"
3338284,129,"The scenery"
3338284,130,"Wanted to see if the scenery was like it was in the film"
3338292,99,"Wanted to see if the scenery was like it was in the film"
3338292,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338292,101,"I wanted to visit Hobbiton"
3338294,107,"The scenery"
3338294,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338294,109,"Wanted to see where the film was made"
3338294,110,"I wanted to visit Hobbiton"
3338294,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338314,127,"The scenery"
3338316,119,"The scenery"
3338316,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338331,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338352,134,"The scenery"
3338352,135,"Wanted to see if the scenery was like it was in the film"
3338352,136,"Wanted to see where the film was made"
3338352,137,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338356,107,"Wanted to see if the scenery was like it was in the film"
3338359,117,"The scenery"
3338473,120,"Wanted to see if the scenery was like it was in the film"
3338510,128,"Wanted to see if the scenery was like it was in the film"
3338510,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338510,130,"Wanted to see where the film was made"
3338513,99,"The scenery"
3338513,100,"Wanted to see if the scenery was like it was in the film"
3338513,101,"I wanted to visit Hobbiton"
3338515,104,"The scenery"
3338515,105,"Wanted to see if the scenery was like it was in the film"
3338515,106,"I wanted to visit Hobbiton"
3338527,111,"The scenery"
3338527,112,"Wanted to see if the scenery was like it was in the film"
3338527,113,"Wanted to see where the film was made"
3338544,127,"The scenery"
3338544,128,"Wanted to see if the scenery was like it was in the film"
3338564,195,"The scenery"
3338564,196,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338582,121,"The scenery"
3338582,122,"Wanted to see if the scenery was like it was in the film"
3338583,129,"Wanted to see if the scenery was like it was in the film"
3338583,130,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338583,131,"Wanted to see where the film was made"
3338583,132,"Something else"
3338583,134,"Have been to Hobbiton prior to rebuild, and wanted to see it finished"
3338607,138,"The scenery"
3338607,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338607,140,"I wanted to visit Hobbiton"
3338671,109,"The scenery"
3338671,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338671,111,"Wanted to see where the film was made"
3338671,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338689,148,"The scenery"
3338689,149,"Wanted to see if the scenery was like it was in the film"
3338689,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338689,151,"Wanted to see where the film was made"
3338689,152,"I wanted to visit Hobbiton"
3338689,153,"Something else"
3338701,131,"Wanted to see if the scenery was like it was in the film"
3338778,119,"The scenery"
3338778,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338788,139,"The scenery"
3338788,140,"Wanted to see if the scenery was like it was in the film"
3338788,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338788,142,"Wanted to see where the film was made"
3338788,143,"I wanted to visit Hobbiton"
3338788,144,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338813,167,"The scenery"
3338813,168,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338813,169,"Wanted to see where the film was made"
3338813,170,"I wanted to visit Hobbiton"
3338813,171,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338815,122,"Wanted to see if the scenery was like it was in the film"
3338815,123,"Wanted to see where the film was made"
3338815,124,"I wanted to visit Hobbiton"
3338822,125,"The scenery"
3338822,126,"Wanted to see if the scenery was like it was in the film"
3338860,100,"I wanted to visit Hobbiton"
3338878,112,"The scenery"
3338878,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338878,114,"Wanted to see where the film was made"
3338887,113,"The scenery"
3338887,114,"Wanted to see if the scenery was like it was in the film"
3338887,115,"Wanted to see where the film was made"
3338887,116,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3338889,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338889,138,"I wanted to visit Hobbiton"
3338908,130,"The scenery"
3338908,131,"Wanted to see if the scenery was like it was in the film"
3338908,132,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3338925,123,"The scenery"
3338925,124,"Wanted to see if the scenery was like it was in the film"
3338925,125,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3339048,142,"Wanted to see if the scenery was like it was in the film"
3339048,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339048,144,"Wanted to see where the film was made"
3339048,145,"I wanted to visit Hobbiton"
3339072,106,"The scenery"
3339106,120,"Wanted to see if the scenery was like it was in the film"
3339106,121,"Wanted to see where the film was made"
3339174,118,"The scenery"
3339174,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339174,120,"Something else"
3339342,127,"The scenery"
3339342,128,"Wanted to see where the film was made"
3339403,94,"The scenery"
3339403,95,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339403,96,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3339468,101,"The scenery"
3339468,102,"Wanted to see if the scenery was like it was in the film"
3339468,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339468,104,"Wanted to see where the film was made"
3339468,105,"I wanted to visit Hobbiton"
3339468,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3339493,102,"The scenery"
3339493,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339493,104,"Wanted to see where the film was made"
3339493,105,"I wanted to visit Hobbiton"
3339497,108,"The scenery"
3339497,109,"Wanted to see if the scenery was like it was in the film"
3339497,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339497,111,"Wanted to see where the film was made"
3339497,112,"I wanted to visit Hobbiton"
3339497,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3339500,118,"The scenery"
3339501,95,"Wanted to see if the scenery was like it was in the film"
3339501,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3339503,129,"The scenery"
3339503,130,"Wanted to see if the scenery was like it was in the film"
3339683,129,"The scenery"
3339768,109,"Wanted to see if the scenery was like it was in the film"
3461386,112,"Wanted to see where the film was made"
3461392,129,"The scenery"
3461392,130,"Wanted to see if the scenery was like it was in the film"
3461392,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3461392,132,"I wanted to visit Hobbiton"
3461397,135,"The scenery"
3461397,136,"Wanted to see if the scenery was like it was in the film"
3461397,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3461397,138,"Wanted to see where the film was made"
3461417,107,"Wanted to see where the film was made"
3461417,108,"I wanted to visit Hobbiton"
3461431,108,"The scenery"
3461431,109,"I wanted to visit Hobbiton"
3461454,105,"The scenery"
3461454,106,"Wanted to see if the scenery was like it was in the film"
3461454,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3461454,108,"Wanted to see where the film was made"
3461461,114,"I wanted to visit Hobbiton"
3461466,108,"The scenery"
3461466,109,"I wanted to visit Hobbiton"
3461473,125,"The scenery"
3461473,126,"Wanted to see where the film was made"
3461484,94,"The scenery"
3461484,95,"I wanted to visit Hobbiton"
3461519,111,"The scenery"
3461519,112,"Wanted to see if the scenery was like it was in the film"
3461684,132,"The scenery"
3461684,133,"Wanted to see if the scenery was like it was in the film"
3461684,134,"Wanted to see where the film was made"
3461684,135,"I wanted to visit Hobbiton"
3461715,119,"The scenery"
3461715,120,"Wanted to see if the scenery was like it was in the film"
3461715,121,"Wanted to see where the film was made"
3461715,122,"I wanted to visit Hobbiton"
3461732,117,"I wanted to visit Hobbiton"
3461732,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3461750,107,"The scenery"
3461902,113,"The scenery"
3461905,118,"Wanted to see where the film was made"
3462059,121,"The scenery"
3462183,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462189,129,"The scenery"
3462189,130,"Wanted to see if the scenery was like it was in the film"
3462215,113,"The scenery"
3462215,114,"I wanted to visit Hobbiton"
3462253,98,"The scenery"
3462253,99,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462253,100,"Wanted to see where the film was made"
3462253,101,"I wanted to visit Hobbiton"
3462268,102,"The scenery"
3462268,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462268,104,"Wanted to see where the film was made"
3462268,105,"I wanted to visit Hobbiton"
3462268,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462268,107,"Something else"
3462268,109,"Got engaged in Hobbiton"
3462276,97,"Something else"
3462276,99,"My husband is a fan"
3462285,111,"The scenery"
3462305,109,"The scenery"
3462305,110,"Wanted to see if the scenery was like it was in the film"
3462305,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462305,112,"I wanted to visit Hobbiton"
3462307,104,"The scenery"
3462308,95,"The scenery"
3462308,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462336,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462363,150,"The scenery"
3462363,151,"Wanted to see if the scenery was like it was in the film"
3462363,152,"I wanted to visit Hobbiton"
3462363,153,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462385,123,"The scenery"
3462402,134,"The scenery"
3462402,135,"Wanted to see if the scenery was like it was in the film"
3462402,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462423,148,"The scenery"
3462423,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462423,150,"I wanted to visit Hobbiton"
3462442,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462442,103,"Wanted to see where the film was made"
3462449,106,"The scenery"
3462449,107,"Wanted to see if the scenery was like it was in the film"
3462449,108,"I wanted to visit Hobbiton"
3462463,119,"I wanted to visit Hobbiton"
3462465,138,"Wanted to see if the scenery was like it was in the film"
3462465,139,"Wanted to see where the film was made"
3462465,140,"I wanted to visit Hobbiton"
3462465,141,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462467,135,"The scenery"
3462467,136,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462467,137,"Wanted to see where the film was made"
3462478,119,"The scenery"
3462478,120,"Wanted to see where the film was made"
3462478,121,"I wanted to visit Hobbiton"
3462534,109,"The scenery"
3462534,110,"I wanted to visit Hobbiton"
3462534,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462560,88,"The scenery"
3462560,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462560,90,"I wanted to visit Hobbiton"
3462569,115,"The scenery"
3462569,116,"Wanted to see if the scenery was like it was in the film"
3462569,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462639,134,"The scenery"
3462646,113,"The scenery"
3462646,114,"Wanted to see if the scenery was like it was in the film"
3462646,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462646,116,"I wanted to visit Hobbiton"
3462646,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462668,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462668,146,"Wanted to see where the film was made"
3462668,147,"I wanted to visit Hobbiton"
3462668,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462668,149,"Something else"
3462668,151,"I was there"
3462692,131,"The scenery"
3462692,132,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462692,133,"Wanted to see where the film was made"
3462692,134,"I wanted to visit Hobbiton"
3462716,114,"The scenery"
3462716,115,"Wanted to see if the scenery was like it was in the film"
3462716,116,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462722,141,"The scenery"
3462729,131,"The scenery"
3462729,132,"Wanted to see if the scenery was like it was in the film"
3462729,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462729,134,"I wanted to visit Hobbiton"
3462731,90,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462731,91,"I wanted to visit Hobbiton"
3462750,138,"The scenery"
3462750,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462757,119,"The scenery"
3462757,120,"Wanted to see if the scenery was like it was in the film"
3462772,143,"The scenery"
3462772,144,"Wanted to see if the scenery was like it was in the film"
3462772,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462784,135,"The scenery"
3462791,97,"Wanted to see if the scenery was like it was in the film"
3462791,98,"Wanted to see where the film was made"
3462791,99,"I wanted to visit Hobbiton"
3462796,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462803,118,"The scenery"
3462803,119,"Wanted to see if the scenery was like it was in the film"
3462848,140,"The scenery"
3462848,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462848,142,"Wanted to see where the film was made"
3462848,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462858,127,"Wanted to see if the scenery was like it was in the film"
3462858,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462858,129,"Wanted to see where the film was made"
3462868,191,"The scenery"
3462868,192,"Wanted to see if the scenery was like it was in the film"
3462868,193,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462868,194,"Wanted to see where the film was made"
3462868,195,"I wanted to visit Hobbiton"
3462868,196,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3462870,123,"The scenery"
3462870,124,"Wanted to see where the film was made"
3462907,103,"The scenery"
3462907,104,"Wanted to see if the scenery was like it was in the film"
3462907,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3462907,106,"Wanted to see where the film was made"
3462907,107,"I wanted to visit Hobbiton"
3462907,108,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
