"SurveyResponseID","AnswerNumber","HobbitExpType"
3465002,116,"The scenery"
3465005,126,"The scenery"
3465005,127,"Wanted to see where the film was made"
3465005,128,"I wanted to visit Hobbiton"
3465005,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465011,118,"Wanted to see where the film was made"
3465011,119,"Something else"
3465011,121,"Came here for other reasons but am a big fan of LOTR so it was a bonus."
3465034,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465034,125,"Wanted to see where the film was made"
3465047,121,"The scenery"
3465047,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465071,96,"I wanted to visit Hobbiton"
3465087,156,"The scenery"
3465087,157,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465089,109,"The scenery"
3465089,110,"Wanted to see if the scenery was like it was in the film"
3465089,111,"Wanted to see where the film was made"
3465089,112,"I wanted to visit Hobbiton"
3465089,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465090,121,"The scenery"
3465090,122,"Wanted to see if the scenery was like it was in the film"
3465090,123,"Wanted to see where the film was made"
3465090,124,"I wanted to visit Hobbiton"
3465090,125,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465095,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465095,99,"Wanted to see where the film was made"
3465095,100,"I wanted to visit Hobbiton"
3465102,140,"The scenery"
3465102,141,"Wanted to see if the scenery was like it was in the film"
3465102,142,"I wanted to visit Hobbiton"
3465102,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465111,90,"The scenery"
3465111,91,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465139,172,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465142,116,"The scenery"
3465142,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465161,136,"The scenery"
3465161,137,"Wanted to see if the scenery was like it was in the film"
3465161,138,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465161,139,"Wanted to see where the film was made"
3465161,140,"I wanted to visit Hobbiton"
3465161,141,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465181,142,"The scenery"
3465181,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465181,144,"Wanted to see where the film was made"
3465181,145,"I wanted to visit Hobbiton"
3465195,158,"Wanted to see where the film was made"
3465198,127,"Wanted to see if the scenery was like it was in the film"
3465198,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465240,125,"Wanted to see where the film was made"
3465255,131,"The scenery"
3465258,133,"The scenery"
3465258,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465258,135,"Wanted to see where the film was made"
3465258,136,"I wanted to visit Hobbiton"
3465259,112,"The scenery"
3465286,110,"Wanted to see if the scenery was like it was in the film"
3465286,111,"Wanted to see where the film was made"
3465304,92,"The scenery"
3465327,129,"The scenery"
3465330,130,"I wanted to visit Hobbiton"
3465330,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465345,95,"The scenery"
3465345,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465345,97,"Wanted to see where the film was made"
3465345,98,"I wanted to visit Hobbiton"
3465366,90,"The scenery"
3465366,91,"I wanted to visit Hobbiton"
3465389,110,"The scenery"
3465389,111,"Wanted to see if the scenery was like it was in the film"
3465389,112,"Wanted to see where the film was made"
3465389,113,"I wanted to visit Hobbiton"
3465389,114,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465412,151,"The scenery"
3465412,152,"Wanted to see if the scenery was like it was in the film"
3465412,153,"Wanted to see where the film was made"
3465412,154,"I wanted to visit Hobbiton"
3465440,121,"The scenery"
3465440,122,"Wanted to see if the scenery was like it was in the film"
3465440,123,"Wanted to see where the film was made"
3465440,124,"Something else"
3465505,122,"The scenery"
3465505,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465513,89,"The scenery"
3465513,90,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465513,91,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465523,109,"The scenery"
3465523,110,"Wanted to see if the scenery was like it was in the film"
3465539,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465539,104,"Wanted to see where the film was made"
3465539,105,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465541,109,"The scenery"
3465541,110,"Wanted to see where the film was made"
3465541,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465553,110,"Wanted to see if the scenery was like it was in the film"
3465582,148,"The scenery"
3465582,149,"Wanted to see if the scenery was like it was in the film"
3465582,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465582,151,"Wanted to see where the film was made"
3465582,152,"I wanted to visit Hobbiton"
3465594,100,"The scenery"
3465594,101,"Wanted to see where the film was made"
3465605,113,"I wanted to visit Hobbiton"
3465608,118,"The scenery"
3465608,119,"Wanted to see if the scenery was like it was in the film"
3465608,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465608,121,"Wanted to see where the film was made"
3465608,122,"I wanted to visit Hobbiton"
3465608,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465626,108,"The scenery"
3465626,109,"Wanted to see if the scenery was like it was in the film"
3465626,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465626,111,"Wanted to see where the film was made"
3465626,112,"I wanted to visit Hobbiton"
3465626,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465716,121,"The scenery"
3465716,122,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465727,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465739,131,"Wanted to see if the scenery was like it was in the film"
3465764,152,"The scenery"
3465764,153,"Wanted to see if the scenery was like it was in the film"
3465764,154,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465764,155,"Wanted to see where the film was made"
3465765,126,"Wanted to see if the scenery was like it was in the film"
3465791,108,"The scenery"
3465791,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465815,111,"Wanted to see where the film was made"
3465826,92,"The scenery"
3465828,114,"Wanted to see if the scenery was like it was in the film"
3465828,115,"I wanted to visit Hobbiton"
3465831,115,"The scenery"
3465831,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465831,117,"I wanted to visit Hobbiton"
3465831,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465853,183,"Wanted to see if the scenery was like it was in the film"
3465853,184,"Wanted to see where the film was made"
3465867,97,"Wanted to see if the scenery was like it was in the film"
3465886,96,"The scenery"
3465899,140,"The scenery"
3465900,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465906,107,"The scenery"
3465908,94,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465952,146,"The scenery"
3465952,147,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3465971,142,"Something else"
3465971,144,"partner is huge Tolkien fan"
3465979,111,"The scenery"
3465979,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3465980,141,"Wanted to see if the scenery was like it was in the film"
3465980,142,"I wanted to visit Hobbiton"
3466031,129,"The scenery"
3466031,130,"Wanted to see where the film was made"
3466043,146,"Wanted to see if the scenery was like it was in the film"
3466043,147,"I wanted to visit Hobbiton"
3466067,106,"I wanted to visit Hobbiton"
3466071,105,"Wanted to see if the scenery was like it was in the film"
3466071,106,"Wanted to see where the film was made"
3466071,107,"I wanted to visit Hobbiton"
3466078,112,"Wanted to see if the scenery was like it was in the film"
3466078,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466078,114,"I wanted to visit Hobbiton"
3466097,142,"Wanted to see where the film was made"
3466097,143,"I wanted to visit Hobbiton"
3466104,157,"Wanted to see if the scenery was like it was in the film"
3466104,158,"I wanted to visit Hobbiton"
3466108,132,"Wanted to see if the scenery was like it was in the film"
3466122,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466122,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466156,137,"The scenery"
3466158,122,"Something else"
3466158,124,"The beautiful nature in the films"
3466161,121,"The scenery"
3466174,118,"The scenery"
3466174,119,"Wanted to see if the scenery was like it was in the film"
3466174,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466174,121,"Wanted to see where the film was made"
3466174,122,"I wanted to visit Hobbiton"
3466182,136,"The scenery"
3466182,137,"I wanted to visit Hobbiton"
3466182,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466198,111,"I wanted to visit Hobbiton"
3466198,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466214,137,"The scenery"
3466214,138,"Wanted to see if the scenery was like it was in the film"
3466214,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466225,113,"The scenery"
3466268,105,"The scenery"
3466280,107,"The scenery"
3466280,108,"Wanted to see if the scenery was like it was in the film"
3466280,109,"Wanted to see where the film was made"
3466280,110,"I wanted to visit Hobbiton"
3466296,114,"The scenery"
3466296,115,"Wanted to see if the scenery was like it was in the film"
3466296,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466296,117,"Wanted to see where the film was made"
3466296,118,"I wanted to visit Hobbiton"
3466296,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466302,101,"The scenery"
3466302,102,"Wanted to see if the scenery was like it was in the film"
3466302,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466302,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466304,148,"Wanted to see if the scenery was like it was in the film"
3466304,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466304,150,"I wanted to visit Hobbiton"
3466358,120,"The scenery"
3466358,121,"Wanted to see if the scenery was like it was in the film"
3466358,122,"Wanted to see where the film was made"
3466398,129,"Wanted to see if the scenery was like it was in the film"
3466398,130,"Wanted to see where the film was made"
3466400,146,"The scenery"
3466400,147,"Wanted to see if the scenery was like it was in the film"
3466400,148,"Wanted to see where the film was made"
3466400,149,"I wanted to visit Hobbiton"
3466412,135,"Wanted to see if the scenery was like it was in the film"
3466427,134,"Wanted to see where the film was made"
3466469,118,"Wanted to see if the scenery was like it was in the film"
3466487,136,"Wanted to see if the scenery was like it was in the film"
3466487,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466487,138,"I wanted to visit Hobbiton"
3466505,107,"The scenery"
3466505,108,"Wanted to see if the scenery was like it was in the film"
3466523,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466531,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466542,112,"The scenery"
3466561,166,"The scenery"
3466561,167,"I wanted to visit Hobbiton"
3466582,143,"Wanted to see if the scenery was like it was in the film"
3466620,120,"The scenery"
3466620,121,"Wanted to see if the scenery was like it was in the film"
3466620,122,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466620,123,"Wanted to see where the film was made"
3466620,124,"I wanted to visit Hobbiton"
3466628,96,"The scenery"
3466628,97,"Wanted to see if the scenery was like it was in the film"
3466628,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466628,99,"Wanted to see where the film was made"
3466651,113,"Wanted to see where the film was made"
3466661,116,"The scenery"
3466661,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466661,118,"Wanted to see where the film was made"
3466690,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466690,132,"Wanted to see where the film was made"
3466690,133,"I wanted to visit Hobbiton"
3466690,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466694,113,"The scenery"
3466694,114,"Wanted to see if the scenery was like it was in the film"
3466694,115,"Wanted to see where the film was made"
3466694,116,"I wanted to visit Hobbiton"
3466726,148,"The scenery"
3466726,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466726,150,"Wanted to see where the film was made"
3466726,151,"I wanted to visit Hobbiton"
3466772,145,"The scenery"
3466772,146,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466785,127,"The scenery"
3466785,128,"Wanted to see if the scenery was like it was in the film"
3466785,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466785,130,"Wanted to see where the film was made"
3466785,131,"I wanted to visit Hobbiton"
3466785,132,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466793,103,"The scenery"
3466793,104,"Wanted to see if the scenery was like it was in the film"
3466793,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466793,106,"Wanted to see where the film was made"
3466793,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466803,141,"The scenery"
3466803,142,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466803,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466815,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466830,105,"The scenery"
3466830,106,"Wanted to see if the scenery was like it was in the film"
3466830,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3466830,108,"Wanted to see where the film was made"
3466830,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3466842,142,"The scenery"
3470944,113,"The scenery"
3470944,114,"Wanted to see if the scenery was like it was in the film"
3470944,115,"Wanted to see where the film was made"
3470944,116,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471009,121,"The scenery"
3471009,122,"Wanted to see if the scenery was like it was in the film"
3471009,123,"Wanted to see where the film was made"
3471016,154,"The scenery"
3471016,155,"Wanted to see where the film was made"
3471016,156,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471021,102,"The scenery"
3471021,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471021,104,"Wanted to see where the film was made"
3471021,105,"I wanted to visit Hobbiton"
3471038,172,"The scenery"
3471051,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471051,142,"I wanted to visit Hobbiton"
3471051,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471060,142,"The scenery"
3471060,143,"Wanted to see if the scenery was like it was in the film"
3471060,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471060,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471088,155,"The scenery"
3471088,156,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471096,145,"The scenery"
3471096,146,"Wanted to see where the film was made"
3471096,147,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471116,108,"The scenery"
3471116,109,"Wanted to see if the scenery was like it was in the film"
3471116,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471116,111,"Wanted to see where the film was made"
3471116,112,"I wanted to visit Hobbiton"
3471130,186,"The scenery"
3471130,187,"Wanted to see if the scenery was like it was in the film"
3471130,188,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471130,189,"Wanted to see where the film was made"
3471130,190,"I wanted to visit Hobbiton"
3471130,191,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471160,176,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471163,151,"The scenery"
3471163,152,"I wanted to visit Hobbiton"
3471163,153,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471185,138,"The scenery"
3471185,139,"Wanted to see where the film was made"
3471221,142,"Wanted to see if the scenery was like it was in the film"
3471221,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471221,144,"Wanted to see where the film was made"
3471221,145,"I wanted to visit Hobbiton"
3471262,119,"Wanted to see if the scenery was like it was in the film"
3471262,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471262,121,"Wanted to see where the film was made"
3471262,122,"I wanted to visit Hobbiton"
3471263,175,"The scenery"
3471263,176,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471263,177,"Wanted to see where the film was made"
3471263,178,"I wanted to visit Hobbiton"
3471263,179,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471285,184,"The scenery"
3471285,185,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471306,136,"The scenery"
3471306,137,"Wanted to see if the scenery was like it was in the film"
3471306,138,"Wanted to see where the film was made"
3471306,139,"I wanted to visit Hobbiton"
3471309,198,"The scenery"
3471309,199,"Wanted to see if the scenery was like it was in the film"
3471327,144,"The scenery"
3471351,103,"The scenery"
3471351,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471351,105,"Wanted to see where the film was made"
3471351,106,"I wanted to visit Hobbiton"
3471351,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471354,123,"The scenery"
3471371,143,"The scenery"
3471371,144,"Wanted to see where the film was made"
3471371,145,"I wanted to visit Hobbiton"
3471375,160,"The scenery"
3471375,161,"Wanted to see if the scenery was like it was in the film"
3471375,162,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471375,163,"Wanted to see where the film was made"
3471375,164,"I wanted to visit Hobbiton"
3471375,165,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471389,150,"The scenery"
3471389,151,"Wanted to see if the scenery was like it was in the film"
3471389,152,"I wanted to visit Hobbiton"
3471393,157,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471393,158,"Wanted to see where the film was made"
3471393,159,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471415,170,"The scenery"
3471419,126,"The scenery"
3471419,127,"Wanted to see if the scenery was like it was in the film"
3471419,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471419,129,"Wanted to see where the film was made"
3471419,130,"I wanted to visit Hobbiton"
3471419,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471419,132,"Something else"
3471419,134,"It about awesome Nature in NZ and the Hobbit is awesome movie, I was remember one sentence that Torin said before he dead, Go back your home plant your three and look it grow, if the most of people lo"
3471433,95,"The scenery"
3471454,129,"The scenery"
3471457,138,"The scenery"
3471457,139,"Wanted to see where the film was made"
3471457,140,"I wanted to visit Hobbiton"
3471457,141,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471462,118,"Wanted to see if the scenery was like it was in the film"
3471462,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471462,120,"Wanted to see where the film was made"
3471462,121,"I wanted to visit Hobbiton"
3471486,130,"The scenery"
3471486,131,"Wanted to see where the film was made"
3471486,132,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471550,151,"The scenery"
3471550,152,"Wanted to see if the scenery was like it was in the film"
3471550,153,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471558,120,"The scenery"
3471558,121,"Wanted to see if the scenery was like it was in the film"
3471558,122,"Wanted to see where the film was made"
3471559,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471562,115,"Wanted to see if the scenery was like it was in the film"
3471562,116,"Wanted to see where the film was made"
3471562,117,"I wanted to visit Hobbiton"
3471562,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471563,131,"The scenery"
3471563,132,"Wanted to see if the scenery was like it was in the film"
3471563,133,"Wanted to see where the film was made"
3471563,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471575,142,"Wanted to see if the scenery was like it was in the film"
3471587,129,"Not sure"
3471628,105,"Wanted to see where the film was made"
3471628,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471648,114,"The scenery"
3471648,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471648,116,"Wanted to see where the film was made"
3471648,117,"I wanted to visit Hobbiton"
3471651,154,"Wanted to see if the scenery was like it was in the film"
3471651,155,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471651,156,"I wanted to visit Hobbiton"
3471661,150,"The scenery"
3471661,151,"Wanted to see if the scenery was like it was in the film"
3471664,123,"Wanted to see if the scenery was like it was in the film"
3471664,124,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471708,146,"The scenery"
3471708,147,"I wanted to visit Hobbiton"
3471708,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471721,143,"The scenery"
3471721,144,"Wanted to see if the scenery was like it was in the film"
3471721,145,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471721,146,"Wanted to see where the film was made"
3471721,147,"I wanted to visit Hobbiton"
3471721,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471763,119,"The scenery"
3471763,120,"Wanted to see if the scenery was like it was in the film"
3471763,121,"Wanted to see where the film was made"
3471763,122,"I wanted to visit Hobbiton"
3471763,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471779,102,"Wanted to see where the film was made"
3471850,112,"The scenery"
3471850,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471850,114,"Wanted to see where the film was made"
3471890,115,"The scenery"
3471890,116,"Wanted to see if the scenery was like it was in the film"
3471890,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471890,118,"Wanted to see where the film was made"
3471890,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471919,132,"The scenery"
3471919,133,"Wanted to see if the scenery was like it was in the film"
3471919,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3471935,146,"The scenery"
3471940,132,"The scenery"
3471940,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3471940,134,"Wanted to see where the film was made"
3471940,135,"I wanted to visit Hobbiton"
3471943,134,"I wanted to visit Hobbiton"
3471954,112,"The scenery"
3471973,106,"The scenery"
3472039,154,"The scenery"
3472039,155,"Wanted to see if the scenery was like it was in the film"
3472039,156,"Wanted to see where the film was made"
3472064,106,"Wanted to see where the film was made"
3472069,136,"The scenery"
3472069,137,"Wanted to see if the scenery was like it was in the film"
3472069,138,"Wanted to see where the film was made"
3472069,139,"I wanted to visit Hobbiton"
3472069,140,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3472101,109,"Wanted to see if the scenery was like it was in the film"
3472101,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472101,111,"Wanted to see where the film was made"
3472101,112,"I wanted to visit Hobbiton"
3472164,108,"The scenery"
3472164,109,"Wanted to see where the film was made"
3472168,125,"Wanted to see if the scenery was like it was in the film"
3472222,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472236,109,"The scenery"
3472241,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472241,118,"I wanted to visit Hobbiton"
3472263,145,"The scenery"
3472311,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3472360,106,"Wanted to see where the film was made"
3472360,107,"I wanted to visit Hobbiton"
3472376,118,"The scenery"
3472376,119,"Wanted to see if the scenery was like it was in the film"
3472376,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472376,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3472500,108,"The scenery"
3472500,109,"Wanted to see where the film was made"
3472500,110,"I wanted to visit Hobbiton"
3472500,111,"Something else"
3472529,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472529,105,"Wanted to see where the film was made"
3472547,108,"Wanted to see where the film was made"
3472547,109,"I wanted to visit Hobbiton"
3472560,99,"The scenery"
3472560,100,"I wanted to visit Hobbiton"
3472585,124,"The scenery"
3472602,88,"Wanted to see if the scenery was like it was in the film"
3472602,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472602,90,"Wanted to see where the film was made"
3472602,91,"I wanted to visit Hobbiton"
3472603,115,"Wanted to see where the film was made"
3472603,116,"I wanted to visit Hobbiton"
3472615,107,"Wanted to see if the scenery was like it was in the film"
3472615,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472615,109,"Wanted to see where the film was made"
3472615,110,"I wanted to visit Hobbiton"
3472651,102,"The scenery"
3472651,103,"Wanted to see if the scenery was like it was in the film"
3472651,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472651,105,"Wanted to see where the film was made"
3472651,106,"I wanted to visit Hobbiton"
3472651,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3472693,92,"The scenery"
3472693,93,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472693,94,"Wanted to see where the film was made"
3472745,100,"Wanted to see where the film was made"
3472745,101,"I wanted to visit Hobbiton"
3472786,107,"The scenery"
3472786,108,"I wanted to visit Hobbiton"
3472804,88,"Wanted to see where the film was made"
3472804,89,"I wanted to visit Hobbiton"
3472812,88,"The scenery"
3472812,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472812,90,"Wanted to see where the film was made"
3472812,91,"I wanted to visit Hobbiton"
3472818,96,"The scenery"
3472873,150,"The scenery"
3472873,151,"I wanted to visit Hobbiton"
3472883,102,"The scenery"
3472883,103,"Wanted to see if the scenery was like it was in the film"
3472883,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472883,105,"Wanted to see where the film was made"
3472883,106,"I wanted to visit Hobbiton"
3472883,107,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3472890,96,"The scenery"
3472890,97,"I wanted to visit Hobbiton"
3472890,98,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3472911,105,"Something else"
3472918,108,"The scenery"
3472918,109,"Wanted to see if the scenery was like it was in the film"
3472918,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472918,111,"Wanted to see where the film was made"
3472918,112,"I wanted to visit Hobbiton"
3472934,98,"I wanted to visit Hobbiton"
3472955,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3472955,145,"Something else"
3472957,121,"The scenery"
3472957,122,"Wanted to see if the scenery was like it was in the film"
3472957,123,"Wanted to see where the film was made"
3472957,124,"I wanted to visit Hobbiton"
3472957,125,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3473017,107,"The scenery"
3473017,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3473017,109,"Wanted to see where the film was made"
3473017,110,"I wanted to visit Hobbiton"
3473028,99,"The scenery"
3473038,101,"The scenery"
3473038,102,"Wanted to see if the scenery was like it was in the film"
3473047,96,"The scenery"
3473047,97,"Wanted to see if the scenery was like it was in the film"
3473047,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3473047,99,"I wanted to visit Hobbiton"
3473047,100,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3473104,97,"The scenery"
3473104,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3473104,99,"Wanted to see where the film was made"
3473104,100,"I wanted to visit Hobbiton"
3473132,87,"I wanted to visit Hobbiton"
3473174,103,"Wanted to see if the scenery was like it was in the film"
3473174,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3473174,105,"Wanted to see where the film was made"
3473174,106,"I wanted to visit Hobbiton"
3473244,114,"The scenery"
3473254,114,"The scenery"
3473254,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3473254,116,"Wanted to see where the film was made"
3473254,117,"I wanted to visit Hobbiton"
3473254,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3495886,158,"The scenery"
3495886,159,"Wanted to see if the scenery was like it was in the film"
