"SurveyResponseID","AnswerNumber","HobbitExpType"
3188172,171,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188172,172,"Visited Hobbiton"
3188192,189,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188193,185,"Visited Hobbiton"
3188206,175,"Visited Hobbit Film site(s)"
3188210,162,"Visited Hobbiton"
3188214,167,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188214,168,"Visited Hobbiton"
3188231,212,"Visited Hobbiton"
3188233,203,"Group tour specifically organised for Hobbit fans"
3188233,204,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188233,205,"Visited Hobbiton"
3188236,174,"Visited Hobbiton"
3188236,175,"Visited Hobbit Film site(s)"
3188240,151,"Group tour specifically organised for Hobbit fans"
3188240,152,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188240,153,"Visited Hobbiton"
3188240,154,"Visited Hobbit Film site(s)"
3188245,155,"Visited Hobbiton"
3188245,156,"Visited Hobbit Film site(s)"
3188247,176,"Visited Hobbiton"
3188247,177,"Visited Hobbit Film site(s)"
3188250,163,"Visited Hobbiton"
3188254,172,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188254,173,"Visited Hobbit Film site(s)"
3188261,138,"Visited Hobbiton"
3188274,133,"Something else"
3188282,203,"Visited Hobbiton"
3188287,180,"Visited Hobbiton"
3188309,209,"Visited Hobbiton"
3188314,141,"Visited Hobbiton"
3188323,168,"Something else"
3188333,169,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188333,170,"Visited Hobbiton"
3188333,171,"Visited Hobbit Film site(s)"
3188348,200,"Not sure"
3188375,202,"Visited Hobbiton"
3188375,203,"Visited Hobbit Film site(s)"
3188376,194,"Visited Hobbiton"
3188379,169,"Visited Hobbiton"
3188413,131,"Visited Hobbiton"
3188416,165,"Visited Hobbiton"
3188434,212,"Visited Hobbiton"
3188434,213,"Visited Hobbit Film site(s)"
3188454,145,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188454,146,"Visited Hobbiton"
3188462,183,"Visited Hobbiton"
3188497,150,"Group tour specifically organised for Hobbit fans"
3188497,151,"Visited Hobbit Film site(s)"
3188497,152,"Something else"
3188523,165,"Group tour specifically organised for Hobbit fans"
3188523,166,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188523,167,"Visited Hobbit Film site(s)"
3188529,156,"Group tour specifically organised for Hobbit fans"
3188529,157,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188529,158,"Visited Hobbiton"
3188529,159,"Visited Hobbit Film site(s)"
3188529,160,"Something else"
3188551,171,"Group tour specifically organised for Hobbit fans"
3188551,172,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188551,173,"Visited Hobbit Film site(s)"
3188551,174,"Something else"
3188553,155,"Group tour specifically organised for Hobbit fans"
3188553,156,"Visited Hobbit Film site(s)"
3188593,164,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188593,165,"Visited Hobbiton"
3188593,166,"Something else"
3188619,164,"Group tour specifically organised for Hobbit fans"
3188645,172,"Visited Hobbiton"
3188645,173,"Visited Hobbit Film site(s)"
3188659,144,"Something else"
3188726,192,"Visited Hobbiton"
3188727,214,"Visited Hobbiton"
3188754,135,"Group tour specifically organised for Hobbit fans"
3188758,212,"Visited Hobbiton"
3188765,201,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188781,174,"Visited Hobbit Film site(s)"
3188828,198,"Visited Hobbiton"
3188844,208,"Visited Hobbiton"
3188844,209,"Visited Hobbit Film site(s)"
3188846,188,"Visited Hobbiton"
3188846,189,"Something else"
3188855,168,"Group tour specifically organised for Hobbit fans"
3188862,178,"Organised local sightseeing tour which included Hobbit Film site(s)"
3188913,158,"Visited Hobbit Film site(s)"
3188941,166,"Something else"
3188951,199,"Something else"
3188955,175,"Visited Hobbiton"
3188963,223,"Visited Hobbiton"
3188993,145,"Visited Hobbit Film site(s)"
3189000,155,"Visited Hobbiton"
3189017,178,"Something else"
3189023,204,"Visited Hobbiton"
3189037,154,"Visited Hobbiton"
3189072,165,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189072,166,"Visited Hobbiton"
3189072,167,"Visited Hobbit Film site(s)"
3189106,192,"Visited Hobbiton"
3189106,193,"Visited Hobbit Film site(s)"
3189126,183,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189126,184,"Visited Hobbiton"
3189129,154,"Visited Hobbiton"
3189140,158,"Visited Hobbit Film site(s)"
3189168,180,"Group tour specifically organised for Hobbit fans"
3189183,141,"Not sure"
3189186,169,"Not sure"
3189191,181,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189193,169,"Group tour specifically organised for Hobbit fans"
3189193,170,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189193,171,"Visited Hobbiton"
3189193,172,"Visited Hobbit Film site(s)"
3189197,177,"Visited Hobbiton"
3189197,178,"Visited Hobbit Film site(s)"
3189211,160,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189211,161,"Something else"
3189221,176,"Visited Hobbiton"
3189228,138,"Group tour specifically organised for Hobbit fans"
3189230,146,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189236,202,"Visited Hobbiton"
3189236,203,"Something else"
3189244,161,"Visited Hobbiton"
3189260,209,"Group tour specifically organised for Hobbit fans"
3189264,210,"Visited Hobbiton"
3189271,187,"Visited Hobbiton"
3189271,188,"Visited Hobbit Film site(s)"
3189308,192,"Visited Hobbiton"
3189359,158,"Visited Hobbit Film site(s)"
3189360,153,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189380,141,"Visited Hobbit Film site(s)"
3189419,173,"Visited Hobbiton"
3189444,159,"Group tour specifically organised for Hobbit fans"
3189444,160,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189444,161,"Visited Hobbit Film site(s)"
3189470,196,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189470,197,"Visited Hobbit Film site(s)"
3189477,180,"Group tour specifically organised for Hobbit fans"
3189477,181,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189477,182,"Visited Hobbiton"
3189477,183,"Visited Hobbit Film site(s)"
3189487,155,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189489,168,"Visited Hobbiton"
3189500,148,"Visited Hobbiton"
3189501,139,"Visited Hobbiton"
3189502,213,"Visited Hobbiton"
3189509,152,"Something else"
3189528,172,"Visited Hobbiton"
3189528,173,"Visited Hobbit Film site(s)"
3189543,196,"Visited Hobbiton"
3189548,192,"Something else"
3189559,184,"Something else"
3189570,203,"Visited Hobbiton"
3189570,204,"Visited Hobbit Film site(s)"
3189570,205,"Something else"
3189579,140,"Visited Hobbiton"
3189602,189,"Visited Hobbiton"
3189605,143,"Visited Hobbiton"
3189619,191,"Something else"
3189632,203,"Visited Hobbit Film site(s)"
3189640,159,"Visited Hobbit Film site(s)"
3189646,174,"Visited Hobbiton"
3189646,175,"Visited Hobbit Film site(s)"
3189650,204,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189650,205,"Visited Hobbiton"
3189666,142,"Visited Hobbiton"
3189698,146,"Visited Hobbit Film site(s)"
3189700,167,"Something else"
3189707,194,"Visited Hobbiton"
3189707,195,"Something else"
3189722,185,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189722,186,"Visited Hobbiton"
3189735,204,"Visited Hobbiton"
3189746,155,"Something else"
3189752,161,"Visited Hobbiton"
3189756,185,"Not sure"
3189787,195,"Visited Hobbiton"
3189796,174,"Visited Hobbiton"
3189799,156,"Visited Hobbiton"
3189806,170,"Visited Hobbiton"
3189818,156,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189818,157,"Visited Hobbiton"
3189839,129,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189853,171,"Visited Hobbiton"
3189859,136,"Visited Hobbit Film site(s)"
3189879,170,"Visited Hobbit Film site(s)"
3189879,171,"Something else"
3189883,143,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189883,144,"Visited Hobbiton"
3189900,181,"Visited Hobbiton"
3189900,182,"Something else"
3189913,229,"Visited Hobbiton"
3189933,195,"Visited Hobbiton"
3189937,194,"Visited Hobbiton"
3189937,195,"Visited Hobbit Film site(s)"
3189942,154,"Group tour specifically organised for Hobbit fans"
3189942,155,"Organised local sightseeing tour which included Hobbit Film site(s)"
3189942,156,"Visited Hobbiton"
3189942,157,"Visited Hobbit Film site(s)"
3189981,176,"Visited Hobbit Film site(s)"
3189983,175,"Visited Hobbiton"
3189992,171,"Group tour specifically organised for Hobbit fans"
3189995,251,"Visited Hobbiton"
3190018,209,"Visited Hobbiton"
3190018,210,"Visited Hobbit Film site(s)"
3190031,166,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190031,167,"Visited Hobbiton"
3190032,248,"Visited Hobbiton"
3190032,249,"Visited Hobbit Film site(s)"
3190034,157,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190034,158,"Visited Hobbit Film site(s)"
3190046,168,"Visited Hobbiton"
3190053,167,"Something else"
3190059,133,"Something else"
3190076,143,"Something else"
3190078,160,"Visited Hobbit Film site(s)"
3190115,173,"Something else"
3190163,199,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190168,183,"Visited Hobbit Film site(s)"
3190192,202,"Visited Hobbiton"
3190192,203,"Visited Hobbit Film site(s)"
3190192,204,"Something else"
3190231,155,"Visited Hobbiton"
3190242,144,"Group tour specifically organised for Hobbit fans"
3190301,171,"Group tour specifically organised for Hobbit fans"
3190301,172,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190304,182,"Visited Hobbiton"
3190305,177,"Visited Hobbiton"
3190307,203,"Visited Hobbiton"
3190314,155,"Visited Hobbiton"
3190317,147,"Group tour specifically organised for Hobbit fans"
3190334,149,"Visited Hobbit Film site(s)"
3190337,196,"Visited Hobbiton"
3190337,197,"Visited Hobbit Film site(s)"
3190356,147,"Visited Hobbiton"
3190363,217,"Not sure"
3190368,181,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190373,173,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190373,174,"Visited Hobbiton"
3190373,175,"Visited Hobbit Film site(s)"
3190373,176,"Something else"
3190409,176,"Group tour specifically organised for Hobbit fans"
3190410,153,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190410,154,"Visited Hobbiton"
3190410,155,"Visited Hobbit Film site(s)"
3190417,151,"Visited Hobbiton"
3190427,212,"Visited Hobbiton"
3190445,202,"Visited Hobbiton"
3190459,186,"Not sure"
3190479,199,"Something else"
3190483,196,"Group tour specifically organised for Hobbit fans"
3190483,197,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190483,198,"Visited Hobbiton"
3190483,199,"Visited Hobbit Film site(s)"
3190483,200,"Something else"
3190496,185,"Visited Hobbiton"
3190534,146,"Visited Hobbiton"
3190540,181,"Visited Hobbiton"
3190540,182,"Visited Hobbit Film site(s)"
3190541,223,"Visited Hobbiton"
3190541,224,"Visited Hobbit Film site(s)"
3190571,209,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190573,174,"Visited Hobbiton"
3190589,150,"Visited Hobbiton"
3190592,186,"Visited Hobbiton"
3190603,170,"Visited Hobbiton"
3190630,184,"Visited Hobbit Film site(s)"
3190636,175,"Visited Hobbiton"
3190662,167,"Visited Hobbiton"
3190688,148,"Visited Hobbit Film site(s)"
3190730,121,"Visited Hobbit Film site(s)"
3190745,204,"Visited Hobbiton"
3190745,205,"Something else"
3190771,202,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190781,211,"Something else"
3190800,208,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190800,209,"Visited Hobbiton"
3190807,166,"Group tour specifically organised for Hobbit fans"
3190807,167,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190826,153,"Organised local sightseeing tour which included Hobbit Film site(s)"
3190826,154,"Visited Hobbiton"
3190826,155,"Visited Hobbit Film site(s)"
3190860,174,"Visited Hobbiton"
3190880,179,"Visited Hobbit Film site(s)"
3190900,168,"Visited Hobbit Film site(s)"
3190914,229,"Visited Hobbiton"
3190914,230,"Something else"
3190918,166,"Something else"
3190951,201,"Visited Hobbiton"
3190957,210,"Something else"
3191021,132,"Visited Hobbit Film site(s)"
3191023,179,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191023,180,"Visited Hobbit Film site(s)"
3191025,171,"Visited Hobbiton"
3191027,153,"Group tour specifically organised for Hobbit fans"
3191053,165,"Visited Hobbiton"
3191070,184,"Visited Hobbiton"
3191070,185,"Something else"
3191071,217,"Visited Hobbiton"
3191071,218,"Visited Hobbit Film site(s)"
3191090,148,"Not sure"
3191099,173,"Visited Hobbit Film site(s)"
3191114,217,"Visited Hobbiton"
3191133,207,"Visited Hobbiton"
3191148,212,"Visited Hobbiton"
3191157,150,"Group tour specifically organised for Hobbit fans"
3191157,151,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191157,152,"Visited Hobbiton"
3191157,153,"Visited Hobbit Film site(s)"
3191157,154,"Something else"
3191158,148,"Group tour specifically organised for Hobbit fans"
3191158,149,"Visited Hobbit Film site(s)"
3191158,150,"Something else"
3191164,154,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191164,155,"Something else"
3191166,167,"Group tour specifically organised for Hobbit fans"
3191166,168,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191166,169,"Visited Hobbiton"
3191166,170,"Visited Hobbit Film site(s)"
3191166,171,"Something else"
3191172,144,"Group tour specifically organised for Hobbit fans"
3191172,145,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191172,146,"Visited Hobbit Film site(s)"
3191178,158,"Group tour specifically organised for Hobbit fans"
3191178,159,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191178,160,"Something else"
3191203,174,"Group tour specifically organised for Hobbit fans"
3191203,175,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191203,176,"Visited Hobbiton"
3191203,177,"Visited Hobbit Film site(s)"
3191203,178,"Something else"
3191242,162,"Group tour specifically organised for Hobbit fans"
3191242,163,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191242,164,"Visited Hobbit Film site(s)"
3191242,165,"Something else"
3191293,154,"Group tour specifically organised for Hobbit fans"
3191293,155,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191293,156,"Visited Hobbit Film site(s)"
3191296,157,"Group tour specifically organised for Hobbit fans"
3191296,158,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191299,156,"Group tour specifically organised for Hobbit fans"
3191299,157,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191299,158,"Visited Hobbiton"
3191299,159,"Something else"
3191304,171,"Group tour specifically organised for Hobbit fans"
3191304,172,"Visited Hobbiton"
3191304,173,"Visited Hobbit Film site(s)"
3191304,174,"Something else"
3191306,146,"Group tour specifically organised for Hobbit fans"
3191306,147,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191306,148,"Something else"
3191331,157,"Group tour specifically organised for Hobbit fans"
3191331,158,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191365,157,"Group tour specifically organised for Hobbit fans"
3191365,158,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191365,159,"Visited Hobbit Film site(s)"
3191365,160,"Something else"
3191367,168,"Group tour specifically organised for Hobbit fans"
3191367,169,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191367,170,"Visited Hobbit Film site(s)"
3191367,171,"Something else"
3191389,159,"Group tour specifically organised for Hobbit fans"
3191389,160,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191389,161,"Something else"
3191406,166,"Group tour specifically organised for Hobbit fans"
3191406,167,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191406,168,"Visited Hobbit Film site(s)"
3191406,169,"Something else"
3191410,152,"Group tour specifically organised for Hobbit fans"
3191410,153,"Visited Hobbiton"
3191416,167,"Group tour specifically organised for Hobbit fans"
3191416,168,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191416,169,"Visited Hobbit Film site(s)"
3191416,170,"Something else"
3191435,160,"Group tour specifically organised for Hobbit fans"
3191435,161,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191435,162,"Visited Hobbiton"
3191435,163,"Visited Hobbit Film site(s)"
3191451,157,"Group tour specifically organised for Hobbit fans"
3191451,158,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191451,159,"Something else"
3191460,157,"Group tour specifically organised for Hobbit fans"
3191460,158,"Visited Hobbiton"
3191461,168,"Group tour specifically organised for Hobbit fans"
3191461,169,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191461,170,"Visited Hobbiton"
3191461,171,"Visited Hobbit Film site(s)"
3191461,172,"Something else"
3191526,169,"Group tour specifically organised for Hobbit fans"
3191526,170,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191526,171,"Visited Hobbiton"
3191526,172,"Something else"
3191530,158,"Group tour specifically organised for Hobbit fans"
3191530,159,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191530,160,"Visited Hobbiton"
3191530,161,"Visited Hobbit Film site(s)"
3191536,175,"Group tour specifically organised for Hobbit fans"
3191536,176,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191536,177,"Visited Hobbiton"
3191536,178,"Something else"
3191548,155,"Group tour specifically organised for Hobbit fans"
3191548,156,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191548,157,"Something else"
3191550,150,"Group tour specifically organised for Hobbit fans"
3191550,151,"Visited Hobbiton"
3191550,152,"Visited Hobbit Film site(s)"
3191562,162,"Group tour specifically organised for Hobbit fans"
3191562,163,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191562,164,"Visited Hobbit Film site(s)"
3191562,165,"Something else"
3191583,152,"Group tour specifically organised for Hobbit fans"
3191583,153,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191583,154,"Visited Hobbiton"
3191583,155,"Visited Hobbit Film site(s)"
3191583,156,"Something else"
3191604,163,"Group tour specifically organised for Hobbit fans"
3191604,164,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191604,165,"Visited Hobbit Film site(s)"
3191604,166,"Something else"
3191621,140,"Group tour specifically organised for Hobbit fans"
3191621,141,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191621,142,"Visited Hobbiton"
3191621,143,"Visited Hobbit Film site(s)"
3191621,144,"Something else"
3191626,176,"Group tour specifically organised for Hobbit fans"
3191626,177,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191626,178,"Visited Hobbiton"
3191626,179,"Visited Hobbit Film site(s)"
3191626,180,"Something else"
3191629,185,"Group tour specifically organised for Hobbit fans"
3191629,186,"Visited Hobbit Film site(s)"
3191629,187,"Something else"
3191659,161,"Group tour specifically organised for Hobbit fans"
3191659,162,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191659,163,"Something else"
3191660,157,"Group tour specifically organised for Hobbit fans"
3191660,158,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191660,159,"Visited Hobbiton"
3191660,160,"Visited Hobbit Film site(s)"
3191660,161,"Something else"
3191671,146,"Group tour specifically organised for Hobbit fans"
3191671,147,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191671,148,"Visited Hobbit Film site(s)"
3191671,149,"Something else"
3191684,152,"Group tour specifically organised for Hobbit fans"
3191684,153,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191684,154,"Visited Hobbit Film site(s)"
3191684,155,"Something else"
3191719,147,"Group tour specifically organised for Hobbit fans"
3191719,148,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191719,149,"Visited Hobbiton"
3191719,150,"Something else"
3191728,171,"Group tour specifically organised for Hobbit fans"
3191728,172,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191728,173,"Visited Hobbit Film site(s)"
3191728,174,"Something else"
3191733,155,"Group tour specifically organised for Hobbit fans"
3191733,156,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191733,157,"Visited Hobbit Film site(s)"
3191757,163,"Group tour specifically organised for Hobbit fans"
3191757,164,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191757,165,"Visited Hobbit Film site(s)"
3191758,175,"Group tour specifically organised for Hobbit fans"
3191758,176,"Visited Hobbiton"
3191758,177,"Visited Hobbit Film site(s)"
3191758,178,"Something else"
3191770,159,"Group tour specifically organised for Hobbit fans"
3191770,160,"Organised local sightseeing tour which included Hobbit Film site(s)"
3191770,161,"Visited Hobbiton"
3191770,162,"Visited Hobbit Film site(s)"
3191770,163,"Something else"
3191803,173,"Group tour specifically organised for Hobbit fans"
3191803,174,"Visited Hobbit Film site(s)"
3191803,175,"Something else"
3191811,168,"Group tour specifically organised for Hobbit fans"
3191811,169,"Something else"
3191952,200,"Visited Hobbiton"
3191952,201,"Visited Hobbit Film site(s)"
3191954,169,"Visited Hobbiton"
3191983,207,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192035,143,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192058,172,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192058,173,"Visited Hobbiton"
3192058,174,"Visited Hobbit Film site(s)"
3192071,193,"Visited Hobbit Film site(s)"
3192096,190,"Group tour specifically organised for Hobbit fans"
3192096,191,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192096,192,"Visited Hobbiton"
3192096,193,"Visited Hobbit Film site(s)"
3192096,194,"Something else"
3192096,194,"Went on several film tours"
3192134,146,"Visited Hobbiton"
3192138,196,"Visited Hobbiton"
3192153,204,"Group tour specifically organised for Hobbit fans"
3192155,252,"Group tour specifically organised for Hobbit fans"
3192165,157,"Not sure"
3192211,164,"Visited Hobbiton"
3192212,197,"Visited Hobbiton"
3192231,179,"Visited Hobbiton"
3192236,169,"Visited Hobbiton"
3192245,199,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192246,139,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192257,173,"Visited Hobbiton"
3192267,145,"Visited Hobbiton"
3192271,182,"Visited Hobbiton"
3192271,183,"Visited Hobbit Film site(s)"
3192272,163,"Not sure"
3192274,134,"Not sure"
3192298,172,"Visited Hobbiton"
3192298,173,"Visited Hobbit Film site(s)"
3192299,159,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192299,160,"Visited Hobbiton"
3192299,161,"Visited Hobbit Film site(s)"
3192300,166,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192307,187,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192327,187,"Visited Hobbiton"
3192345,182,"Group tour specifically organised for Hobbit fans"
3192345,183,"Visited Hobbiton"
3192346,163,"Visited Hobbiton"
3192353,145,"Visited Hobbit Film site(s)"
3192374,246,"Visited Hobbiton"
3192374,247,"Visited Hobbit Film site(s)"
3192374,248,"Something else"
3192374,248,"Weta Cave"
3192382,193,"Visited Hobbit Film site(s)"
3192387,203,"Visited Hobbiton"
3192406,144,"Visited Hobbiton"
3192429,221,"Visited Hobbiton"
3192444,148,"Visited Hobbiton"
3192451,163,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192451,164,"Visited Hobbiton"
3192452,174,"Visited Hobbiton"
3192453,221,"Visited Hobbiton"
3192456,233,"Something else"
3192456,233,"nature"
3192457,145,"Visited Hobbiton"
3192469,254,"Visited Hobbiton"
3192488,156,"Visited Hobbiton"
3192509,290,"Group tour specifically organised for Hobbit fans"
3192509,291,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192509,292,"Visited Hobbiton"
3192509,293,"Visited Hobbit Film site(s)"
3192568,178,"Visited Hobbiton"
3192617,164,"Visited Hobbiton"
3192623,158,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192656,254,"Visited Hobbiton"
3192656,255,"Visited Hobbit Film site(s)"
3192671,173,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192683,230,"Visited Hobbiton"
3192686,173,"Visited Hobbiton"
3192710,211,"Visited Hobbiton"
3192715,147,"Visited Hobbiton"
3192741,208,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192741,209,"Visited Hobbiton"
3192753,132,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192761,132,"Not sure"
3192785,157,"Something else"
3192785,157,"MATAMATA??????"
3192796,221,"Visited Hobbiton"
3192816,208,"Visited Hobbiton"
3192837,139,"Visited Hobbiton"
3192850,192,"Visited Hobbiton"
3192850,193,"Visited Hobbit Film site(s)"
3192851,177,"Visited Hobbiton"
3192864,176,"Visited Hobbiton"
3192864,177,"Visited Hobbit Film site(s)"
3192894,247,"Visited Hobbiton"
3192894,248,"Visited Hobbit Film site(s)"
3192908,191,"Group tour specifically organised for Hobbit fans"
3192908,192,"Organised local sightseeing tour which included Hobbit Film site(s)"
3192915,138,"Visited Hobbit Film site(s)"
3192921,182,"Visited Hobbiton"
3192938,228,"Visited Hobbiton"
3192938,229,"Visited Hobbit Film site(s)"
3192949,257,"Visited Hobbiton"
3192957,142,"Visited Hobbiton"
3192960,206,"Visited Hobbiton"
3192974,160,"Visited Hobbiton"
3192975,186,"Group tour specifically organised for Hobbit fans"
3192987,223,"Visited Hobbiton"
3192987,224,"Something else"
3192987,224,"weta cave"
3193029,229,"Visited Hobbiton"
3193031,172,"Group tour specifically organised for Hobbit fans"
3193031,173,"Visited Hobbiton"
3193035,174,"Group tour specifically organised for Hobbit fans"
3193035,175,"Something else"
3193035,175,"Weta cave"
3193036,151,"Something else"
3193036,151,"4wheel drive"
3193056,128,"Group tour specifically organised for Hobbit fans"
3193057,163,"Visited Hobbiton"
3193060,158,"Group tour specifically organised for Hobbit fans"
3193061,222,"Visited Hobbiton"
3193107,215,"Something else"
3193107,215,"fangorn"
3193116,167,"Visited Hobbiton"
3193124,261,"Organised local sightseeing tour which included Hobbit Film site(s)"
3193124,262,"Visited Hobbiton"
3193137,274,"Visited Hobbiton"
3193138,131,"Something else"
3193138,131,"cave"
3193141,197,"Visited Hobbiton"
3193151,204,"Visited Hobbit Film site(s)"
3193165,202,"Visited Hobbiton"
3193182,147,"Something else"
3193182,147,"stayed at the Hobbit Motel"
3193209,155,"Visited Hobbiton"
3193209,156,"Visited Hobbit Film site(s)"
3193211,150,"Visited Hobbiton"
3193242,153,"Visited Hobbit Film site(s)"
3193261,162,"Something else"
3193261,162,"the decorations at the airport"
3193265,200,"Organised local sightseeing tour which included Hobbit Film site(s)"
3193265,201,"Visited Hobbiton"
3193265,202,"Visited Hobbit Film site(s)"
3193265,203,"Something else"
3193265,203,"Weta Caves"
3193299,167,"Organised local sightseeing tour which included Hobbit Film site(s)"
3193304,136,"Visited Hobbiton"
3193309,177,"Visited Hobbiton"
3193320,138,"Visited Hobbiton"
3193324,192,"Visited Hobbit Film site(s)"
3193326,156,"Visited Hobbiton"
3193326,157,"Visited Hobbit Film site(s)"
3193333,214,"Organised local sightseeing tour which included Hobbit Film site(s)"
3193333,215,"Visited Hobbiton"
3193339,182,"Visited Hobbiton"
3193339,183,"Visited Hobbit Film site(s)"
3193354,274,"Organised local sightseeing tour which included Hobbit Film site(s)"
3193354,275,"Visited Hobbiton"
3193354,276,"Visited Hobbit Film site(s)"
3193354,277,"Something else"
3193354,277,"weta"
3193367,152,"Visited Hobbiton"
3193367,153,"Visited Hobbit Film site(s)"
3193367,154,"Something else"
3193367,154,"Went to see Mt Doom"
3193402,159,"Visited Hobbit Film site(s)"
3193406,174,"Visited Hobbiton"
3193412,217,"Visited Hobbiton"
3193412,218,"Visited Hobbit Film site(s)"
3193430,193,"Organised local sightseeing tour which included Hobbit Film site(s)"
3193430,194,"Visited Hobbiton"
3193434,188,"Group tour specifically organised for Hobbit fans"
3193434,189,"Visited Hobbiton"
3193434,190,"Visited Hobbit Film site(s)"
3193444,160,"Visited Hobbiton"
3193471,164,"Visited Hobbiton"
3193471,165,"Visited Hobbit Film site(s)"
3193476,169,"Visited Hobbiton"
3193504,156,"Visited Hobbit Film site(s)"
