"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3187446,140,"JetStar","5"
3187433,147,"JetStar","4"
3187550,134,"Air New Zealand","Excellent  10"
3187438,143,"China Southern","8"
3187682,144,"Air New Zealand","5"
3187562,135,"Another airline",NA
3187530,136,"Qantas","8"
3187642,147,"Not sure",NA
3187546,146,"Virgin/Virgin Blue/Pacific Blue","6"
3187430,144,"Qantas","9"
3187666,134,"Qantas","7"
3187421,138,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187449,126,"Singapore Airlines","Excellent  10"
3187445,143,"Qantas","4"
3187574,139,"Not sure",NA
3187682,146,"Virgin/Virgin Blue/Pacific Blue","9"
3187694,134,"Not sure",NA
3187698,143,"Not sure",NA
3187630,135,"Qantas","8"
3187453,129,"Not sure",NA
3187456,128,"Qantas","8"
3187602,132,"Qantas","6"
3187449,128,"JetStar","7"
3187448,149,"Air New Zealand","9"
3187610,134,"China Southern","8"
3187614,127,"Air New Zealand","7"
3187638,151,"Qantas","8"
3187641,139,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187500,157,"Air New Zealand","Excellent  10"
3187461,132,"Air New Zealand","Excellent  10"
3187484,142,"Air New Zealand","Excellent  10"
3187496,143,"Air New Zealand","9"
3187673,136,"Emirates","7"
3187532,123,"British Airways","6"
3187492,158,"Qantas","8"
3187465,120,"Singapore Airlines","8"
3187500,158,"Qantas","6"
3187516,142,"Not sure",NA
3187654,149,"Qantas","9"
3187409,141,"Not sure",NA
3187449,127,"Continental","9"
3187464,140,"Not sure",NA
3187448,150,"JetStar","6"
3187606,132,"Air New Zealand","8"
3187610,135,"JetStar","5"
3187630,134,"Air New Zealand","8"
3187445,144,"Emirates","Excellent  10"
3187496,144,"Emirates","9"
3187702,107,"Another airline",NA
3187641,138,"Air New Zealand","6"
3187484,143,"JetStar","6"
3187465,121,"JetStar","8"
3187546,145,"Qantas","7"
3187550,135,"Qantas","Excellent  10"
3187626,98,"Air New Zealand","Excellent  10"
3187630,136,"Another airline",NA
3187438,144,"Qantas","7"
3187461,133,"Qantas","Excellent  10"
3187472,140,"Not sure",NA
3187669,144,"Singapore Airlines","7"
3187706,163,"Singapore Airlines","Excellent  10"
3187649,132,"Air New Zealand","5"
3187701,125,"Malaysian Airlines","9"
3187469,144,"Virgin/Virgin Blue/Pacific Blue","4"
3187473,140,"Virgin/Virgin Blue/Pacific Blue","8"
3187465,122,"Another airline",NA
3187681,138,"Not sure",NA
3187528,137,"Qantas","7"
3187508,130,"Air New Zealand","Excellent  10"
3187473,139,"Air New Zealand","5"
3187673,135,"Qantas","8"
3187477,132,"Air New Zealand","7"
3187673,134,"Air New Zealand","8"
3187489,130,"Not sure",NA
3187689,125,"Virgin/Virgin Blue/Pacific Blue","7"
3187774,99,"Qantas","7"
3187714,100,"China Southern","5"
3187669,145,"JetStar","9"
3187517,153,"Emirates","9"
3187528,135,"Air New Zealand","9"
3187532,122,"Qantas","6"
3187536,127,"JetStar","7"
3187713,148,"British Airways","6"
3187536,128,"Qantas","8"
3187540,146,"Air New Zealand","Excellent  10"
3187750,158,"Cathay Pacific","8"
3187525,137,"Qantas","9"
3187529,153,"Virgin/Virgin Blue/Pacific Blue","7"
3187778,149,"Malaysian Airlines","9"
3187449,129,"Cathay Pacific","7"
3187485,143,"Qantas","7"
3187749,124,"Qantas","8"
3187614,128,"Emirates","Excellent  10"
3187456,129,"Cathay Pacific","7"
3187802,140,"Emirates","9"
3187638,152,"Korean Air","8"
3187773,148,"Cathay Pacific","Excellent  10"
3187713,147,"Air New Zealand","7"
3187528,136,"JetStar","9"
3187745,101,"Air New Zealand","Excellent  10"
3187790,185,"Air New Zealand","Excellent  10"
3187794,114,"Air New Zealand","8"
3187777,130,"Air New Zealand","8"
3187730,124,"JetStar","7"
3187749,125,"Another airline",NA
3187568,142,"Air New Zealand","Excellent  10"
3187802,139,"Qantas","8"
3187545,138,"Qantas","7"
3187717,152,"JetStar","8"
3187725,131,"China Southern","7"
3187769,126,"Air New Zealand","9"
3187525,138,"Emirates","9"
3187797,128,"Malaysian Airlines","9"
3187809,193,"Malaysian Airlines","7"
3187612,141,"Virgin/Virgin Blue/Pacific Blue","6"
3187777,131,"Another airline",NA
3187810,148,"China Southern","4"
3187568,143,"JetStar","9"
3187817,114,"JetStar","6"
3187624,129,"Another airline",NA
3187513,139,"Not sure",NA
3187568,144,"Virgin/Virgin Blue/Pacific Blue","7"
3187616,119,"Air New Zealand","5"
3187545,137,"JetStar","6"
3187545,139,"Emirates","Excellent  10"
3187616,122,"Emirates","9"
3187825,127,"JetStar","6"
3187885,106,"Air New Zealand","8"
3187893,101,"Air New Zealand","Excellent  10"
3187845,120,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187834,128,"Air New Zealand","9"
3187865,123,"Another airline",NA
3187592,128,"JetStar","8"
3187873,121,"Qantas","Excellent  10"
3187869,145,"JetStar","8"
3187809,194,"JetStar","5"
3187881,146,"Air New Zealand","7"
3187813,138,"Another airline",NA
3187914,100,"Qantas","7"
3187616,120,"JetStar","8"
3187830,153,"JetStar","8"
3187841,110,"Another airline",NA
3187624,128,"Air New Zealand","9"
3187850,134,"Air New Zealand","8"
3187580,130,"Cathay Pacific","9"
3187616,123,"Cathay Pacific","8"
3187861,111,"Singapore Airlines","9"
3187914,101,"Emirates","9"
3187850,135,"Singapore Airlines","8"
3187569,144,"Korean Air","8"
3187691,140,"Cathay Pacific","9"
3187885,107,"Virgin/Virgin Blue/Pacific Blue","8"
3187974,160,"Malaysian Airlines","Excellent  10"
3187647,139,"Virgin/Virgin Blue/Pacific Blue","8"
3187628,145,"Not sure",NA
3187569,143,"Virgin/Virgin Blue/Pacific Blue","8"
3187675,137,"Qantas","8"
3187854,156,"Virgin/Virgin Blue/Pacific Blue","5"
3187632,139,"Emirates","Excellent  10"
3187663,138,"Emirates","7"
3187683,154,"Not sure",NA
3187589,137,"Virgin/Virgin Blue/Pacific Blue","5"
3187978,111,"Singapore Airlines","Excellent  10"
3187387,138,"Lufthansa","6"
3187589,136,"Emirates","9"
3187597,148,"Emirates","Excellent  10"
3187655,151,"Korean Air","Excellent  10"
3187679,130,"Virgin/Virgin Blue/Pacific Blue","9"
3187846,120,"JetStar","8"
3187639,134,"JetStar","4"
3187655,150,"Air New Zealand","Excellent  10"
3187585,135,"Air New Zealand","6"
3187589,135,"Air New Zealand","6"
3187715,175,"Air New Zealand","Poor  1"
3187866,115,"Another airline",NA
3187990,133,"Singapore Airlines","Excellent  10"
3187926,115,"JetStar","6"
3187998,157,"Singapore Airlines","7"
3187561,138,"Qantas","Excellent  10"
3187647,138,"China Southern","8"
3187629,143,"Not sure",NA
3187675,136,"Air New Zealand","Excellent  10"
3187616,121,"Qantas","8"
3187691,139,"Air New Zealand","9"
3187707,155,"Air New Zealand","7"
3187986,129,"JetStar","6"
3187881,147,"Emirates","9"
3187609,142,"JetStar","4"
3188066,141,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187854,155,"Emirates","9"
3187636,133,"Emirates","9"
3187663,137,"Malaysian Airlines","8"
3187939,164,"Singapore Airlines","Excellent  10"
3187672,151,"JetStar","5"
3187715,177,"JetStar","3"
3187651,140,"Qantas","9"
3188002,142,"JetStar","6"
3187585,136,"Virgin/Virgin Blue/Pacific Blue","7"
3187676,129,"Qantas","9"
3187858,100,"Air New Zealand","Excellent  10"
3187684,144,"Not sure",NA
3187866,114,"Air New Zealand","9"
3187652,143,"JetStar","8"
3187676,128,"Air New Zealand","9"
3187882,131,"Air New Zealand","6"
3187715,176,"Singapore Airlines","Excellent  10"
3187739,126,"Air New Zealand","Excellent  10"
3187759,166,"Cathay Pacific","8"
3187644,139,"Air New Zealand","9"
3187660,127,"Air New Zealand","8"
3187902,158,"Singapore Airlines","8"
3187676,131,"Virgin/Virgin Blue/Pacific Blue","9"
3187870,102,"Air New Zealand","9"
3187644,140,"Emirates","9"
3187605,131,"Not sure",NA
3187759,165,"British Airways","8"
3187617,125,"Virgin/Virgin Blue/Pacific Blue","5"
3188070,100,"Qantas","9"
3188034,131,"Another airline",NA
3187771,111,"Virgin/Virgin Blue/Pacific Blue","5"
3187617,124,"Qantas","Excellent  10"
3188034,130,"Virgin/Virgin Blue/Pacific Blue","6"
3188038,136,"Singapore Airlines","5"
3187633,145,"Not sure",NA
3187878,170,"Air New Zealand","8"
3187660,128,"Emirates","Excellent  10"
3187902,159,"Emirates","8"
3187882,132,"Virgin/Virgin Blue/Pacific Blue","7"
3187696,144,"Virgin/Virgin Blue/Pacific Blue","7"
3187927,112,"Air New Zealand","Excellent  10"
3188066,140,"Air New Zealand","Excellent  10"
3187651,141,"Emirates","8"
3187763,134,"Cathay Pacific","Excellent  10"
3187652,144,"Emirates","7"
3188030,107,"Air New Zealand","Excellent  10"
3188034,129,"Air New Zealand","8"
3187787,154,"Singapore Airlines","8"
3187894,152,"Another airline",NA
3187910,140,"Air New Zealand","Excellent  10"
3187898,123,"Korean Air","Excellent  10"
3187740,137,"Cathay Pacific","9"
3187676,130,"Emirates","9"
3187803,157,"Malaysian Airlines","9"
3188074,140,"Virgin/Virgin Blue/Pacific Blue","9"
3187747,129,"Air New Zealand","5"
3188070,99,"Air New Zealand","7"
3187951,150,"Singapore Airlines","9"
3187975,169,"Air New Zealand","8"
3187696,143,"Air New Zealand","9"
3187795,145,"Air New Zealand","9"
3187811,194,"Malaysian Airlines","7"
3187752,126,"Another airline",NA
3187792,105,"Air New Zealand","9"
3187991,184,"Air New Zealand","8"
3188023,140,"Air New Zealand","Excellent  10"
3188031,132,"Air New Zealand","Excellent  10"
3187947,159,"JetStar","8"
3187807,151,"Air New Zealand","Excellent  10"
3187724,107,"Emirates","7"
3187991,186,"British Airways","Excellent  10"
3187768,154,"Qantas","9"
3188090,124,"Singapore Airlines","9"
3187991,185,"Singapore Airlines","Excellent  10"
3188075,140,"Cathay Pacific","8"
3187860,134,"Air New Zealand","9"
3187947,160,"Qantas","8"
3187776,180,"Qantas","8"
3187736,117,"China Southern","Excellent  10"
3188074,139,"Air New Zealand","Excellent  10"
3187772,158,"JetStar","6"
3188090,123,"Air New Zealand","9"
3187816,111,"Air New Zealand","9"
3187836,143,"China Southern","Excellent  10"
3187852,181,"China Southern","7"
3187827,173,"Air New Zealand","Excellent  10"
3187808,151,"Singapore Airlines","7"
3188023,141,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188110,145,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187868,125,"Air New Zealand","Excellent  10"
3187843,114,"Virgin/Virgin Blue/Pacific Blue","8"
3187808,152,"Lufthansa","7"
3187884,163,"Cathay Pacific","8"
3187872,143,"Virgin/Virgin Blue/Pacific Blue","6"
3188095,150,"Singapore Airlines","Excellent  10"
3187859,141,"Virgin/Virgin Blue/Pacific Blue","9"
3188055,107,"Air New Zealand","5"
3188015,163,"Singapore Airlines","8"
3188118,182,"Virgin/Virgin Blue/Pacific Blue","8"
3187828,144,"Singapore Airlines","7"
3188039,123,"Singapore Airlines","Excellent  10"
3187851,138,"JetStar","5"
3188047,182,"Singapore Airlines","9"
3188091,163,"Air New Zealand","Excellent  10"
3188083,108,"Air New Zealand","Excellent  10"
3187860,135,"Continental","9"
3187855,171,"Singapore Airlines","Excellent  10"
3188126,103,"Cathay Pacific","8"
3187771,110,"Emirates","Excellent  10"
3188099,134,"Emirates","9"
3187843,113,"Air New Zealand","8"
3187864,149,"China Southern","9"
3188110,144,"Air New Zealand","8"
3188063,148,"Air New Zealand","9"
3188114,127,"Air New Zealand","7"
3187868,126,"Singapore Airlines","9"
3188091,164,"Another airline",NA
3187884,162,"JetStar","2"
3187903,130,"Air New Zealand","8"
3188172,149,"Air New Zealand","Excellent  10"
3188151,114,"JetStar","7"
3188155,133,"JetStar","3"
3188188,133,"Air New Zealand","7"
3187944,99,"Another airline",NA
3187859,140,"Air New Zealand","9"
3187884,161,"Air New Zealand","7"
3188118,181,"Air New Zealand","9"
3187896,107,"JetStar","6"
3188119,141,"Air New Zealand","7"
3187911,136,"JetStar","8"
3188123,108,"China Southern","Excellent  10"
3187887,105,"Air New Zealand","8"
3187936,173,"Air New Zealand","Excellent  10"
3187936,174,"Another airline",NA
3187879,107,"Qantas","Excellent  10"
3187903,131,"Virgin/Virgin Blue/Pacific Blue","7"
3188135,141,"Qantas","7"
3188173,102,"Virgin/Virgin Blue/Pacific Blue","7"
3188233,180,"Air New Zealand","8"
3188265,121,"Air New Zealand","Excellent  10"
3188245,133,"JetStar","7"
3188273,126,"Air Asia X","Excellent  10"
3187972,195,"Another airline",NA
3188173,101,"Air New Zealand","8"
3187900,139,"Singapore Airlines","9"
3188119,144,"Virgin/Virgin Blue/Pacific Blue","6"
3188249,122,"Air New Zealand","5"
3188253,115,"Air New Zealand","9"
3188143,129,"Qantas","Excellent  10"
3188208,176,"Singapore Airlines","Excellent  10"
3187904,128,"Air New Zealand","7"
3188277,122,"Air New Zealand","Excellent  10"
3187967,99,"Korean Air","8"
3188099,133,"Air New Zealand","9"
3188296,166,"Cathay Pacific","7"
3187888,137,"Air New Zealand","Poor  1"
3188107,138,"Air New Zealand","Excellent  10"
3188146,151,"JetStar","8"
3187920,124,"Air New Zealand","9"
3188119,142,"Qantas","7"
3188055,108,"Emirates","Excellent  10"
3188236,152,"British Airways","8"
3188237,140,"Qantas","Excellent  10"
3188143,130,"Emirates","Excellent  10"
3188261,116,"Singapore Airlines","6"
3188321,140,"Air New Zealand","Excellent  10"
3188236,151,"Emirates","Excellent  10"
3188192,166,"Qantas","7"
3188212,162,"Singapore Airlines","8"
3188285,122,"Qantas","Excellent  10"
3187912,120,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187976,143,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3187928,132,"Singapore Airlines","7"
3188119,143,"Emirates","6"
3188192,167,"Emirates","9"
3188257,126,"Singapore Airlines","Excellent  10"
3188240,129,"Virgin/Virgin Blue/Pacific Blue","7"
3188309,187,"China Southern","9"
3188143,128,"JetStar","5"
3187960,174,"Air New Zealand","7"
3188233,181,"Cathay Pacific","8"
3187984,175,"Singapore Airlines","9"
3188333,147,"JetStar","3"
3188341,190,"Air New Zealand","Excellent  10"
3188209,112,"JetStar","8"
3187972,194,"Air New Zealand","8"
3188337,118,"Air New Zealand","8"
3188161,179,"Qantas","Excellent  10"
3188193,163,"Qantas","7"
3188213,105,"Singapore Airlines","Excellent  10"
3187912,119,"Air New Zealand","8"
3187976,142,"Air New Zealand","Excellent  10"
3188333,146,"Air New Zealand","Excellent  10"
3187933,107,"Qantas","9"
3187988,243,"Qantas","7"
3188135,142,"Emirates","9"
3188369,174,"Emirates","Excellent  10"
3188345,153,"Air New Zealand","9"
3187925,153,"Another airline",NA
3188308,145,"China Southern","9"
3187996,169,"Air New Zealand","9"
3187988,242,"JetStar","8"
3188328,151,"Air New Zealand","8"
3188369,173,"JetStar","8"
3188344,198,"JetStar","7"
3188348,178,"Air New Zealand","9"
3188308,146,"JetStar","8"
3188340,162,"Air New Zealand","Excellent  10"
3188344,197,"Air New Zealand","Excellent  10"
3187977,144,"Air New Zealand","8"
3187981,111,"Air New Zealand","Excellent  10"
3188373,164,"Emirates","7"
3188364,151,"Emirates","Excellent  10"
3188004,145,"Air New Zealand","Excellent  10"
3187925,152,"Qantas","8"
3187977,145,"Virgin/Virgin Blue/Pacific Blue","5"
3187989,117,"Singapore Airlines","Excellent  10"
3188061,103,"Air New Zealand","6"
3188372,122,"Emirates","Excellent  10"
3188089,124,"Emirates","Excellent  10"
3188312,152,"Another airline",NA
3187961,104,"Air New Zealand","Excellent  10"
3188240,128,"Emirates","9"
3188376,172,"Emirates","9"
3188373,163,"JetStar","7"
3188013,149,"Air New Zealand","9"
3188353,109,"Qantas","9"
3187996,171,"Qantas","9"
3188025,153,"JetStar","8"
3188045,165,"Air New Zealand","Excellent  10"
3188423,112,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188000,196,"Cathay Pacific","8"
3188392,150,"JetStar","6"
3188117,103,"Air New Zealand","Excellent  10"
3188024,169,"JetStar","8"
3188125,137,"China Southern","8"
3188396,194,"Lufthansa","3"
3188408,156,"Cathay Pacific","8"
3188389,151,"Air New Zealand","Excellent  10"
3188372,121,"Air New Zealand","9"
3188357,170,"Qantas","Excellent  10"
3188025,154,"Qantas","8"
3188045,166,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188053,113,"Emirates","Excellent  10"
3188024,168,"Malaysian Airlines","8"
3187997,172,"JetStar","8"
3188125,138,"JetStar","8"
3188392,149,"Singapore Airlines","Excellent  10"
3188117,104,"Virgin/Virgin Blue/Pacific Blue","4"
3188401,179,"Cathay Pacific","8"
3188109,162,"Another airline",NA
3188396,192,"Air New Zealand","6"
3188052,136,"Air New Zealand","4"
3188454,123,"Qantas","8"
3188462,160,"Qantas","Excellent  10"
3188040,114,"Virgin/Virgin Blue/Pacific Blue","2"
3188466,127,"Singapore Airlines","9"
3188396,193,"Singapore Airlines","8"
3188064,132,"Qantas","8"
3188466,128,"Virgin/Virgin Blue/Pacific Blue","7"
3188427,108,"Air New Zealand","4"
3187969,130,"Air New Zealand","4"
3187996,170,"JetStar","7"
3188041,126,"Air New Zealand","9"
3188312,151,"Qantas","7"
3188001,159,"Singapore Airlines","Excellent  10"
3188013,150,"Singapore Airlines","Excellent  10"
3188017,166,"Singapore Airlines","Excellent  10"
3188109,161,"Air New Zealand","8"
3188416,143,"JetStar","8"
3188129,120,"Emirates","Excellent  10"
3188443,152,"Air New Zealand","Excellent  10"
3188478,130,"Emirates","9"
3188112,121,"JetStar","3"
3188463,119,"JetStar","8"
3188462,159,"JetStar","7"
3188471,134,"Air New Zealand","7"
3188153,106,"JetStar","8"
3188426,99,"Emirates","Excellent  10"
3188482,133,"Emirates","9"
3188466,126,"Air New Zealand","Not Sure"
3188159,156,"Air New Zealand","Excellent  10"
3188447,136,"Air New Zealand","8"
3188467,119,"Another airline",NA
3188483,145,"Air New Zealand","7"
3188145,134,"JetStar","8"
3188052,137,"Another airline",NA
3188434,189,"Air New Zealand","8"
3188470,99,"Air New Zealand","5"
3188482,132,"Air New Zealand","Excellent  10"
3188462,161,"Emirates","Excellent  10"
3188128,126,"Emirates","8"
3188140,140,"Emirates","8"
3188491,135,"Malaysian Airlines","9"
3188463,118,"Singapore Airlines","8"
3188144,144,"Virgin/Virgin Blue/Pacific Blue","7"
3188491,136,"Singapore Airlines","8"
3188393,116,"Qantas","6"
3188008,158,"Singapore Airlines","Excellent  10"
3188400,134,"Air New Zealand","Excellent  10"
3188076,119,"Air New Zealand","Excellent  10"
3188116,153,"JetStar","7"
3188479,122,"Air New Zealand","8"
3188140,139,"Qantas","8"
3188499,137,"Virgin/Virgin Blue/Pacific Blue","8"
3188413,109,"Emirates","Excellent  10"
3188511,125,"Emirates","Excellent  10"
3188507,126,"Air New Zealand","8"
3188159,157,"JetStar","8"
3188183,130,"Air New Zealand","7"
3188158,113,"JetStar","9"
3188195,122,"JetStar","7"
3188203,145,"Singapore Airlines","Excellent  10"
3188195,123,"Qantas","7"
3188211,145,"Singapore Airlines","Excellent  10"
3188515,160,"JetStar","Excellent  10"
3188174,123,"Air New Zealand","7"
3188190,129,"Air New Zealand","Excellent  10"
3188231,189,"Air New Zealand","8"
3188206,152,"Air New Zealand","Poor  1"
3188515,159,"Air New Zealand","Excellent  10"
3188166,131,"Qantas","Excellent  10"
3188170,182,"Qantas","9"
3188455,115,"Qantas","7"
3188471,135,"Virgin/Virgin Blue/Pacific Blue","7"
3188507,128,"Virgin/Virgin Blue/Pacific Blue","7"
3188499,136,"JetStar","Excellent  10"
3188179,159,"Air New Zealand","6"
3188511,124,"Air New Zealand","7"
3188162,191,"Another airline",NA
3188179,160,"Qantas","Excellent  10"
3188506,139,"Qantas","7"
3188514,147,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188523,142,"JetStar","3"
3188255,155,"Air New Zealand","Excellent  10"
3188238,178,"Emirates","8"
3188166,129,"Air New Zealand","Excellent  10"
3188539,139,"Emirates","9"
3188534,166,"Air New Zealand","9"
3188227,136,"Cathay Pacific","7"
3188211,146,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188490,137,"JetStar","8"
3188507,127,"JetStar","8"
3188523,141,"Air New Zealand","8"
3188166,130,"JetStar","6"
3188515,161,"Another airline",NA
3188231,190,"Cathay Pacific","8"
3188506,138,"Air New Zealand","Excellent  10"
3188490,138,"Qantas","7"
3188510,125,"Not sure",NA
3188206,154,"Another airline",NA
3188247,154,"JetStar","6"
3188246,108,"JetStar","4"
3188323,146,"Air New Zealand","9"
3188314,118,"JetStar","2"
3188322,183,"Air New Zealand","9"
3188347,109,"Another airline",NA
3188547,148,"Air New Zealand","8"
3188170,183,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188494,143,"Singapore Airlines","9"
3188210,140,"Singapore Airlines","8"
3188267,113,"Air New Zealand","9"
3188539,138,"Air New Zealand","9"
3188331,139,"Air New Zealand","7"
3188343,127,"Air New Zealand","7"
3188202,150,"Singapore Airlines","Excellent  10"
3188206,153,"Singapore Airlines","9"
3188326,115,"Air New Zealand","9"
3188526,127,"Qantas","Excellent  10"
3188291,150,"Virgin/Virgin Blue/Pacific Blue","7"
3188290,115,"Virgin/Virgin Blue/Pacific Blue","7"
3188283,121,"Qantas","7"
3188543,122,"Qantas","Excellent  10"
3188291,149,"Qantas","8"
3188282,181,"Qantas","Excellent  10"
3188523,143,"Emirates","Excellent  10"
3188375,178,"Emirates","Excellent  10"
3188334,177,"Air New Zealand","9"
3188551,148,"Air New Zealand","8"
3188547,149,"Qantas","8"
3188538,122,"Virgin/Virgin Blue/Pacific Blue","4"
3188214,145,"Singapore Airlines","9"
3188522,137,"Air New Zealand","8"
3188250,141,"Air New Zealand","7"
3188254,150,"Air New Zealand","8"
3188274,111,"Emirates","9"
3188314,119,"Emirates","Excellent  10"
3188282,180,"JetStar","5"
3188290,114,"Air New Zealand","7"
3188287,158,"Singapore Airlines","8"
3188286,131,"Singapore Airlines","7"
3188551,149,"JetStar","7"
3188379,147,"JetStar","8"
3188567,133,"Air New Zealand","9"
3188403,107,"Cathay Pacific","8"
3188587,145,"Air New Zealand","8"
3188591,151,"Air New Zealand","9"
3188599,146,"Air New Zealand","7"
3188603,107,"Air New Zealand","Excellent  10"
3188363,122,"JetStar","9"
3188567,134,"JetStar","5"
3188366,136,"Air New Zealand","8"
3188587,146,"JetStar","8"
3188429,106,"Air New Zealand","6"
3188570,149,"Air New Zealand","Excellent  10"
3188350,145,"Air New Zealand","7"
3188574,123,"JetStar","9"
3188607,104,"Air New Zealand","7"
3188355,182,"Qantas",NA
3188546,134,"Virgin/Virgin Blue/Pacific Blue","7"
3188559,136,"Qantas","Excellent  10"
3188567,135,"Qantas","9"
3188587,147,"Virgin/Virgin Blue/Pacific Blue","7"
3188562,163,"Virgin/Virgin Blue/Pacific Blue","4"
3188547,150,"Virgin/Virgin Blue/Pacific Blue","7"
3188472,135,"Virgin/Virgin Blue/Pacific Blue","6"
3188619,141,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188476,147,"Singapore Airlines","9"
3188363,123,"Qantas","9"
3188607,105,"Qantas","Excellent  10"
3188429,107,"Virgin/Virgin Blue/Pacific Blue","7"
3188488,115,"Air New Zealand","9"
3188627,111,"Air New Zealand","Excellent  10"
3188485,138,"Air New Zealand","Excellent  10"
3188484,123,"Air New Zealand","7"
3188492,144,"Air New Zealand","9"
3188638,110,"Qantas","Excellent  10"
3188631,142,"Virgin/Virgin Blue/Pacific Blue","8"
3188643,136,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3188461,108,"Qantas","7"
3188469,151,"Singapore Airlines","8"
3188570,150,"JetStar","Excellent  10"
3188594,126,"Another airline",NA
3188326,116,"Qantas","8"
3188437,158,"JetStar","6"
3188375,177,"Qantas","6"
3188410,123,"China Southern","7"
3188619,142,"Another airline",NA
3188591,152,"Singapore Airlines","6"
3188603,108,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3188586,143,"Not sure",NA
3188366,137,"Singapore Airlines","Excellent  10"
3188497,129,"Not sure",NA
3188496,127,"Not sure",NA
3188501,129,"Qantas","6"
3188666,107,"Virgin/Virgin Blue/Pacific Blue","5"
3188402,106,"Cathay Pacific","7"
3188382,144,"JetStar","Excellent  10"
3188619,140,"Air New Zealand","Excellent  10"
3188631,141,"Air New Zealand","8"
3188319,112,"Korean Air","7"
3188481,173,"Air New Zealand","Excellent  10"
3188398,127,"Cathay Pacific","8"
3188489,127,"Air New Zealand","Excellent  10"
3188501,128,"Air New Zealand","Excellent  10"
3188674,121,"Air New Zealand","8"
3188453,127,"Qantas","Excellent  10"
3188529,135,"Not sure",NA
3188437,159,"Cathay Pacific","7"
3188643,135,"Air New Zealand","Poor  1"
3188647,102,"Air New Zealand","Excellent  10"
3188505,123,"Air New Zealand","Excellent  10"
3188569,140,"Air New Zealand","9"
3188663,175,"Qantas","8"
3188553,133,"Qantas","7"
3188610,110,"Air New Zealand","7"
3188569,141,"Qantas","6"
3188508,115,"Virgin/Virgin Blue/Pacific Blue","8"
3188564,160,"Virgin/Virgin Blue/Pacific Blue","7"
3188674,122,"Qantas","7"
3188678,112,"Qantas","8"
3188577,117,"Virgin/Virgin Blue/Pacific Blue","5"
3188654,118,"Air New Zealand",NA
3188500,129,"JetStar","Excellent  10"
3188469,152,"Virgin/Virgin Blue/Pacific Blue","8"
3188528,125,"Cathay Pacific","6"
3188593,140,"JetStar","5"
3188592,148,"Air New Zealand","5"
3188596,125,"Air New Zealand","Excellent  10"
3188501,130,"Virgin/Virgin Blue/Pacific Blue","8"
3188659,122,"Qantas","7"
3188517,123,"Not sure",NA
3188545,128,"Not sure",NA
3188565,146,"Virgin/Virgin Blue/Pacific Blue","8"
3188419,165,"Korean Air","9"
3188561,131,"Cathay Pacific","9"
3188654,118,"JetStar",NA
3188504,105,"JetStar","6"
3188671,103,"Qantas","9"
3188683,152,"JetStar","9"
3188702,103,"Air New Zealand","6"
3188487,138,"Emirates","Excellent  10"
3188592,150,"British Airways","7"
3188544,146,"Qantas","Excellent  10"
3188690,128,"Virgin/Virgin Blue/Pacific Blue","7"
3188575,132,"Emirates","7"
3188577,116,"Emirates","8"
3188683,153,"Qantas","Excellent  10"
3188680,128,"Qantas","Excellent  10"
3188585,163,"Not sure",NA
3188710,167,"Singapore Airlines","Excellent  10"
3188576,144,"Not sure",NA
3188730,99,"Air New Zealand","9"
3188597,145,"Air New Zealand","6"
3188737,130,"Air New Zealand","9"
3188702,104,"Virgin/Virgin Blue/Pacific Blue","6"
3188726,170,"Singapore Airlines","7"
3188701,131,"Singapore Airlines","9"
3188729,110,"Air New Zealand","Excellent  10"
3188737,131,"China Southern","9"
3188733,106,"Singapore Airlines","Excellent  10"
3188769,134,"Singapore Airlines","Excellent  10"
3188704,103,"Qantas","9"
3188713,188,"Singapore Airlines","8"
3188728,108,"Qantas","Excellent  10"
3188781,152,"Singapore Airlines","Excellent  10"
3188754,113,"Singapore Airlines","5"
3188540,124,"Not sure",NA
3188569,142,"Cathay Pacific","Poor  1"
3188686,105,"Air New Zealand","Excellent  10"
3188608,120,"Air New Zealand","8"
3188789,109,"Virgin/Virgin Blue/Pacific Blue","4"
3188663,176,"Emirates","8"
3188705,159,"Singapore Airlines","Excellent  10"
3188690,127,"Emirates","Excellent  10"
3188633,115,"Qantas","5"
3188592,149,"Emirates","8"
3188789,108,"Air New Zealand","6"
3188717,118,"Singapore Airlines","Excellent  10"
3188765,179,"Singapore Airlines","8"
3188740,171,"Qantas","8"
