"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3502044,114,"Qantas","9"
3498076,164,"Qantas","8"
3502028,142,"Singapore Airlines","8"
3473121,136,"Air New Zealand","7"
3473141,113,"Qantas","7"
3498047,154,"Not sure",NA
3473167,115,"Qantas","Excellent  10"
3473199,131,"Not sure",NA
3502110,130,"Another airline",NA
3501801,152,"China Southern","8"
3473203,111,"Air New Zealand","Excellent  10"
3501821,142,"Air New Zealand","8"
3498078,140,"Air New Zealand","8"
3498088,132,"Air New Zealand","Excellent  10"
3502106,102,"JetStar","Excellent  10"
3502146,185,"Air New Zealand","9"
3501833,139,"JetStar","8"
3501841,160,"Air New Zealand","8"
3501853,151,"JetStar","6"
3502162,169,"Air New Zealand","8"
3498094,145,"Air New Zealand","9"
3473247,120,"Air New Zealand","7"
3498106,146,"Air New Zealand","Excellent  10"
3502186,141,"Qantas","8"
3498138,145,"Virgin/Virgin Blue/Pacific Blue","7"
3473215,127,"Not sure",NA
3498118,140,"Qantas","9"
3501873,127,"Air New Zealand","8"
3473065,132,"Qantas","Excellent  10"
3498035,135,"Not sure",NA
3502094,123,"Korean Air","Excellent  10"
3502228,184,"Lufthansa","9"
3498043,140,"Not sure",NA
3498059,127,"Not sure",NA
3501793,145,"Qantas","9"
3498072,131,"Not sure",NA
3498080,142,"Not sure",NA
3473219,137,"Emirates","Excellent  10"
3498166,130,"Emirates","Excellent  10"
3498110,153,"Air New Zealand","7"
3502194,110,"Air New Zealand","8"
3498154,158,"Air New Zealand","Excellent  10"
3502216,138,"China Southern","7"
3498170,145,"Air New Zealand","9"
3498098,139,"Qantas","8"
3498051,138,"Emirates","9"
3473171,153,"Emirates","8"
3502142,126,"Emirates","6"
3501849,121,"Emirates","8"
3501857,113,"Qantas","Excellent  10"
3498130,129,"Not sure",NA
3498150,135,"Qantas","Excellent  10"
3498188,141,"Not sure",NA
3498178,131,"Emirates","Excellent  10"
3502170,182,"Air New Zealand","Excellent  10"
3502236,156,"Air New Zealand","Excellent  10"
3502268,138,"Malaysian Airlines","8"
3498146,149,"Emirates","8"
3501754,153,"Emirates","Excellent  10"
3501909,120,"Air New Zealand","3"
3502270,105,"Emirates","Excellent  10"
3498082,151,"Not sure",NA
3502260,109,"Qantas","9"
3502272,149,"Emirates","Excellent  10"
3502198,165,"Qantas","8"
3497228,147,"Not sure",NA
3501973,144,"Singapore Airlines","Excellent  10"
3501969,183,"Air New Zealand","Excellent  10"
3497248,143,"Air New Zealand","7"
3501941,171,"Air New Zealand","7"
3502252,108,"JetStar","6"
3497236,128,"Air New Zealand","9"
3501786,143,"China Southern","Excellent  10"
3497224,134,"Air New Zealand","6"
3501953,139,"Another airline",NA
3502274,127,"Another airline",NA
3501985,155,"Emirates","Excellent  10"
3502009,106,"Emirates","9"
3501742,141,"Air New Zealand","Excellent  10"
3502262,150,"Air New Zealand","7"
3498192,130,"Not sure",NA
3501957,116,"Qantas","9"
3501734,101,"Emirates","9"
3497258,146,"Singapore Airlines","Excellent  10"
3497250,139,"Not sure",NA
3502013,129,"Emirates","8"
3502323,119,"Singapore Airlines","Excellent  10"
3501790,133,"Korean Air","8"
3501991,163,"Korean Air","7"
3501995,217,"Korean Air","8"
3501818,135,"Singapore Airlines","9"
3502033,147,"Cathay Pacific","8"
3502292,114,"JetStar","6"
3502302,146,"Air New Zealand","Excellent  10"
3502294,146,"JetStar","9"
3497256,149,"Air New Zealand","9"
3501802,195,"Another airline",NA
3502315,113,"Another airline",NA
3501987,171,"Another airline",NA
3501826,172,"Air New Zealand","2"
3497260,130,"Air New Zealand","Excellent  10"
3501979,148,"China Southern","9"
3501798,141,"Air New Zealand","8"
3497252,147,"Emirates","9"
3501862,161,"Cathay Pacific","Excellent  10"
3497282,138,"Emirates","8"
3501929,172,"Emirates","Excellent  10"
3501846,117,"Emirates","9"
3502383,123,"Emirates","9"
3502423,170,"Emirates","8"
3502119,118,"Malaysian Airlines","8"
3502059,115,"Air New Zealand","8"
3502367,172,"Air New Zealand","7"
3502387,193,"Air New Zealand","8"
3501838,124,"Air New Zealand","8"
3502431,152,"Air New Zealand","Excellent  10"
3501890,101,"Air New Zealand","9"
3497286,148,"Not sure",NA
3502099,132,"Qantas","9"
3502045,135,"Air New Zealand","9"
3497298,142,"Qantas","9"
3502087,110,"Qantas","8"
3502395,118,"Qantas","Excellent  10"
3497311,127,"Not sure",NA
3497335,142,"Emirates","Excellent  10"
3501934,120,"Emirates","9"
3501902,184,"Virgin/Virgin Blue/Pacific Blue","7"
3497290,140,"Air New Zealand","7"
3502071,149,"Air New Zealand","8"
3501830,138,"Qantas","Excellent  10"
3502371,156,"Virgin/Virgin Blue/Pacific Blue","9"
3501866,105,"Emirates","Excellent  10"
3502471,111,"Malaysian Airlines","8"
3497315,154,"Not sure",NA
3497363,123,"Qantas","7"
3502187,153,"Virgin/Virgin Blue/Pacific Blue","9"
3502205,117,"Singapore Airlines","Excellent  10"
3502351,125,"Korean Air","8"
3502217,148,"Korean Air","8"
3497355,146,"Not sure",NA
3497303,136,"Not sure",NA
3502241,106,"Qantas","7"
3497319,155,"Qantas","9"
3502131,169,"Air New Zealand","Excellent  10"
3502183,136,"Cathay Pacific","8"
3502123,143,"Another airline",NA
3497323,126,"Air New Zealand","8"
3502159,106,"JetStar","7"
3502447,184,"Air New Zealand","Excellent  10"
3497347,144,"Air New Zealand","7"
3502237,116,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3497379,154,"Air New Zealand","9"
3501938,146,"Air New Zealand","9"
3497339,144,"Air New Zealand","Excellent  10"
3501942,113,"Air New Zealand","Excellent  10"
3502258,201,"Air New Zealand","9"
3502519,138,"Air New Zealand","9"
3501946,180,"Air New Zealand","Excellent  10"
3502523,118,"Emirates","Excellent  10"
3502278,116,"Another airline",NA
3502570,181,"Emirates","7"
3497399,138,"Air New Zealand","8"
3502515,146,"Emirates","9"
3502245,130,"Malaysian Airlines","8"
3502135,126,"Air New Zealand","Excellent  10"
3501906,115,"Air New Zealand","8"
3497343,129,"Emirates","9"
3502249,165,"Air New Zealand","9"
3502324,113,"Air New Zealand","9"
3502576,127,"Emirates","9"
3502531,178,"Emirates","7"
3502289,116,"Virgin/Virgin Blue/Pacific Blue","6"
3502316,125,"Air New Zealand","Not Sure"
3497439,163,"Air New Zealand","8"
3502038,166,"Air New Zealand","9"
3502022,188,"Air New Zealand","9"
3497463,141,"Air New Zealand","Excellent  10"
3497451,144,"Air New Zealand","9"
3497483,163,"Virgin/Virgin Blue/Pacific Blue","5"
3502582,215,"Air New Zealand","Excellent  10"
3502257,118,"Emirates","9"
3502088,166,"Singapore Airlines","9"
3502344,168,"Air New Zealand","5"
3502026,204,"Korean Air","8"
3502092,114,"Korean Air","9"
3502328,109,"China Southern","8"
3497487,157,"Air New Zealand","7"
3501970,119,"Qantas","8"
3497427,154,"Not sure",NA
3502340,173,"Air New Zealand","2"
3502034,165,"Air New Zealand","9"
3502056,122,"Air New Zealand","Excellent  10"
3502336,110,"Another airline",NA
3497475,154,"Air New Zealand","7"
3497391,153,"Not sure",NA
3497431,149,"Not sure",NA
3502614,121,"Emirates","Excellent  10"
3502618,252,"Emirates","Excellent  10"
3502586,121,"Air New Zealand","9"
3497499,126,"Not sure",NA
3502610,128,"Qantas","7"
3502068,114,"Air New Zealand","Excellent  10"
3502348,124,"Air New Zealand","7"
3502372,137,"Air New Zealand","6"
3502630,139,"Air New Zealand","Excellent  10"
3502364,176,"Air New Zealand","Excellent  10"
3502184,186,"Cathay Pacific","8"
3502104,156,"Another airline",NA
3502404,178,"Emirates","9"
3502124,107,"JetStar","9"
3502116,140,"Malaysian Airlines","5"
3502428,158,"Air New Zealand","9"
3497447,155,"Qantas","6"
3502120,107,"Malaysian Airlines","Excellent  10"
3502084,130,"China Southern","Excellent  10"
3497521,137,"Not sure",NA
3497503,167,"Air New Zealand","7"
3502670,156,"Air New Zealand","9"
3502662,163,"Air New Zealand","8"
3502148,115,"Korean Air","9"
3502222,111,"Korean Air","Excellent  10"
3497527,150,"Air New Zealand","8"
3502168,159,"JetStar","7"
3502436,168,"Air New Zealand","Excellent  10"
3497523,173,"Qantas","8"
3497529,133,"Not sure",NA
3497443,154,"Emirates","8"
3497511,141,"Emirates","8"
3502622,167,"Air New Zealand","9"
3502634,113,"Air New Zealand","Excellent  10"
3497519,133,"Air New Zealand","9"
3502432,152,"Air New Zealand","Excellent  10"
3497531,143,"Air New Zealand","7"
3502690,109,"Air New Zealand","8"
3502210,108,"Air New Zealand","9"
3502420,147,"Emirates","Excellent  10"
3502710,124,"Emirates","Excellent  10"
3497514,124,"Not sure",NA
3502259,119,"Air New Zealand","8"
3502448,120,"Not sure",NA
3497581,144,"Air New Zealand","7"
3502460,124,"Singapore Airlines","8"
3502742,159,"China Southern","9"
3502698,165,"Air New Zealand","Excellent  10"
3497549,127,"Qantas","7"
3497565,130,"Not sure",NA
3502472,119,"Air New Zealand","9"
3502254,119,"Air New Zealand","8"
3502578,180,"Emirates","Excellent  10"
3497535,147,"Malaysian Airlines","4"
3502726,171,"Singapore Airlines","9"
3502722,217,"Air New Zealand","Excellent  10"
3497585,131,"Qantas","7"
3497589,163,"Qantas","9"
3502734,171,"Qantas","Excellent  10"
3502238,133,"Air New Zealand","Excellent  10"
3497613,150,"Not sure",NA
3497593,139,"Singapore Airlines","8"
3502269,159,"Air New Zealand","9"
3497601,125,"Air New Zealand","9"
3502762,142,"Qantas","9"
3497605,131,"Not sure",NA
3502480,186,"Air New Zealand","Excellent  10"
3497621,131,"Qantas","Excellent  10"
3502291,104,"Qantas","9"
3502265,117,"Japan Airlines","Excellent  10"
3502488,175,"Cathay Pacific","7"
3502794,123,"Cathay Pacific","Excellent  10"
3502444,150,"Emirates","9"
3502888,119,"Emirates","Excellent  10"
3502160,144,"Emirates","2"
3502694,135,"Emirates","Excellent  10"
3502246,166,"Malaysian Airlines","8"
3502202,146,"Qantas","5"
3502230,150,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3502464,147,"Air New Zealand","8"
3497561,137,"Qantas","7"
3502261,117,"Virgin/Virgin Blue/Pacific Blue","7"
3502750,153,"Air New Zealand","9"
3502766,124,"Air New Zealand","6"
3502484,169,"Air New Zealand","8"
3497609,144,"Qantas","8"
3497629,143,"Not sure",NA
3502282,156,"Air New Zealand","9"
3497637,125,"Air New Zealand","8"
3502516,211,"Air New Zealand","Excellent  10"
3502508,114,"Air New Zealand","7"
3502301,109,"Air New Zealand","9"
3502817,111,"Air New Zealand","7"
3502524,133,"Air New Zealand","9"
3497661,126,"Another airline",NA
3502307,134,"Air New Zealand","9"
3502313,110,"Air New Zealand","8"
3502325,111,"Another airline",NA
3502546,125,"Another airline",NA
3497669,144,"Not sure",NA
3502870,105,"Qantas","7"
3502544,206,"China Southern","6"
3502884,99,"Qantas","8"
3502892,101,"Qantas","9"
3502928,116,"Air New Zealand","9"
3502373,121,"Another airline",NA
3502532,116,"Air New Zealand","9"
3497665,128,"Qantas","8"
3502333,230,"Singapore Airlines","Excellent  10"
3497685,136,"Air New Zealand","8"
3502393,136,"Air New Zealand","Excellent  10"
3502349,127,"Air New Zealand","8"
3502858,129,"Korean Air","Excellent  10"
3502297,131,"Emirates","Excellent  10"
3497617,146,"Not sure",NA
3497657,132,"Qantas","Excellent  10"
3502912,108,"Another airline",NA
3502920,145,"Another airline",NA
3502823,148,"Qantas","8"
3502904,158,"Singapore Airlines","8"
3497709,135,"JetStar","7"
3497717,159,"Air New Zealand","9"
3502603,216,"Air New Zealand","Excellent  10"
3502554,130,"Another airline",NA
3502341,110,"Air New Zealand","9"
3502405,158,"Emirates","9"
3497697,134,"Not sure",NA
3497713,142,"Air New Zealand","6"
3502647,105,"Emirates","9"
3497701,141,"Not sure",NA
3502558,128,"Singapore Airlines","Excellent  10"
3502513,160,"Emirates","Excellent  10"
3502607,165,"Virgin/Virgin Blue/Pacific Blue","7"
3502924,167,"Emirates","Excellent  10"
3502417,148,"Cathay Pacific","8"
3502441,202,"Malaysian Airlines","7"
3502821,109,"Qantas","8"
3502425,173,"China Southern","8"
3502357,150,"Qantas","9"
3497745,150,"Qantas","9"
3502623,169,"Air New Zealand","9"
3502687,161,"Singapore Airlines","8"
3502940,134,"Qantas","8"
3502651,124,"Singapore Airlines","8"
3502639,222,"Air New Zealand","Excellent  10"
3502980,120,"Malaysian Airlines","4"
3497769,150,"Not sure",NA
3497825,145,"Qantas","7"
3502517,191,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3497831,137,"Virgin/Virgin Blue/Pacific Blue","6"
3497789,143,"Not sure",NA
3497827,139,"Qantas","8"
3502992,143,"Another airline",NA
3502616,113,"Qantas","4"
3502644,114,"Qantas","Excellent  10"
3497545,126,"Emirates","Excellent  10"
3502337,124,"Emirates","9"
3497741,146,"Emirates","9"
3497777,123,"Emirates","Excellent  10"
3502413,164,"Singapore Airlines","9"
3502948,157,"Singapore Airlines","Excellent  10"
3502635,105,"Air New Zealand","8"
3497765,142,"Not sure",NA
3502972,175,"Qantas","5"
3502699,109,"Qantas","3"
3502984,109,"Qantas","9"
3502457,136,"Air New Zealand","Excellent  10"
3503000,103,"Air New Zealand","9"
3502584,119,"Air New Zealand","8"
3502577,128,"Emirates","9"
3502755,123,"Emirates","9"
3502445,139,"Emirates","8"
3502952,140,"Emirates","8"
3502571,164,"Emirates","9"
3497725,128,"Not sure",NA
3502575,157,"Emirates","7"
3497761,134,"Not sure",NA
3502715,162,"Air New Zealand","9"
3502481,129,"Qantas","7"
3503004,155,"Air New Zealand","Excellent  10"
3497811,143,"Not sure",NA
3502683,151,"Another airline",NA
3502960,125,"Air New Zealand","8"
3502964,112,"Air New Zealand","8"
3502529,123,"Air New Zealand","8"
3502719,142,"Another airline",NA
3502751,113,"Qantas","9"
3497888,139,"Not sure",NA
3502608,151,"Qantas","6"
3502640,126,"Virgin/Virgin Blue/Pacific Blue","9"
3502580,166,"Air New Zealand","8"
3497872,149,"Not sure",NA
3497912,138,"Virgin/Virgin Blue/Pacific Blue","5"
3502727,188,"Air New Zealand","8"
3497857,146,"Air New Zealand","8"
3497896,153,"Emirates","8"
3502743,114,"Air New Zealand","Excellent  10"
3497936,158,"Emirates","Excellent  10"
3502818,175,"Qantas","8"
3502680,104,"Air New Zealand","Excellent  10"
3497980,138,"Not sure",NA
3497892,137,"Not sure",NA
3497781,145,"JetStar","7"
3503056,141,"Virgin/Virgin Blue/Pacific Blue","9"
3503012,145,"Air New Zealand","Excellent  10"
3497964,143,"Not sure",NA
3502664,180,"Air New Zealand","8"
3502720,147,"Not sure",NA
3503016,112,"Air New Zealand","9"
3497884,135,"Air New Zealand","Excellent  10"
3502545,106,"Emirates","8"
3502708,101,"Emirates","Excellent  10"
3502862,113,"Korean Air","Excellent  10"
3497900,138,"Cathay Pacific","9"
3502489,176,"Cathay Pacific","8"
3502537,170,"Cathay Pacific","8"
3502767,133,"Air New Zealand","8"
3497924,148,"Not sure",NA
3502556,179,"Lufthansa","8"
3497940,132,"Not sure",NA
3502541,164,"Cathay Pacific","8"
3497972,144,"Air New Zealand","7"
3503091,111,"Air New Zealand","8"
3502838,143,"Another airline",NA
3502824,168,"Cathay Pacific","8"
3502822,127,"Emirates","9"
3497992,140,"Emirates","8"
3503084,126,"JetStar","8"
3502716,145,"Air New Zealand","8"
3502740,118,"Air Asia X","3"
3502840,124,"Air New Zealand","7"
3502776,130,"Emirates","7"
3502846,155,"Emirates","9"
3502804,141,"Emirates","Excellent  10"
3503265,186,"Emirates","8"
3503095,114,"Air New Zealand","Excellent  10"
3502732,169,"JetStar","6"
3503161,107,"Virgin/Virgin Blue/Pacific Blue","8"
3497984,144,"Air New Zealand","7"
3503129,133,"Air New Zealand","7"
3497988,146,"Virgin/Virgin Blue/Pacific Blue","8"
3502842,167,"Singapore Airlines","8"
3502848,142,"Air New Zealand","9"
3502815,107,"Air New Zealand","Excellent  10"
3503052,165,"JetStar","7"
3497960,154,"Air New Zealand","8"
3502771,131,"Emirates","Excellent  10"
3502808,117,"Air New Zealand","9"
3502696,137,"Another airline",NA
3498000,141,"Emirates","Excellent  10"
3502779,114,"Air New Zealand","Excellent  10"
3502812,103,"Air New Zealand","Excellent  10"
3502712,127,"Air New Zealand","8"
3502811,131,"Air New Zealand","7"
3502864,145,"Air New Zealand","8"
3502826,141,"Air New Zealand","Excellent  10"
3503233,168,"Air New Zealand","8"
3503169,144,"Qantas","8"
3502756,196,"Air New Zealand","8"
3502800,156,"Qantas","Excellent  10"
3503237,185,"Singapore Airlines","9"
3503177,128,"Air New Zealand","8"
3503185,106,"Virgin/Virgin Blue/Pacific Blue","9"
3497996,143,"Air New Zealand","9"
3502897,123,"Air New Zealand","Excellent  10"
3503273,133,"Singapore Airlines","Excellent  10"
3502993,130,"Air New Zealand","Excellent  10"
3503277,142,"Air New Zealand","Excellent  10"
3502917,140,"Not sure",NA
3502946,138,"Air New Zealand","8"
3498004,158,"Not sure",NA
3503057,115,"Air New Zealand","9"
3503201,133,"China Southern","5"
3502898,123,"Air New Zealand","7"
3498056,125,"Air New Zealand","8"
3498115,125,"JetStar","5"
3502994,114,"Air New Zealand","Excellent  10"
3502878,129,"Air New Zealand","9"
3503281,174,"Another airline",NA
3502859,131,"JetStar","Poor  1"
3502877,128,"Air New Zealand","Excellent  10"
3502961,129,"Air New Zealand","Excellent  10"
3502953,139,"Another airline",NA
3502906,167,"China Southern","8"
3502969,208,"Air New Zealand","Excellent  10"
3502914,140,"Air New Zealand","Poor  1"
3498064,139,"Air New Zealand","7"
3497920,155,"Emirates","Excellent  10"
3498070,139,"Emirates","9"
3503005,153,"Air New Zealand","9"
3498032,168,"Not sure",NA
3498099,141,"Not sure",NA
3503065,134,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3503337,191,"Qantas","9"
3503073,158,"Virgin/Virgin Blue/Pacific Blue","9"
3503009,173,"Air New Zealand","Excellent  10"
3502982,120,"Air New Zealand","7"
3503173,135,"Qantas","5"
3498040,129,"Not sure",NA
3498052,136,"Not sure",NA
3503313,124,"Singapore Airlines","9"
3502998,133,"Another airline",NA
3503002,165,"Air New Zealand","9"
3503053,148,"Emirates","8"
3503329,105,"Air New Zealand","Excellent  10"
3502986,114,"Emirates","8"
3498008,146,"Not sure",NA
3502977,124,"Qantas","Excellent  10"
3502985,151,"Virgin/Virgin Blue/Pacific Blue","6"
3503321,173,"Air New Zealand","8"
3503030,131,"Air New Zealand","Excellent  10"
3503066,108,"Air New Zealand","8"
3498091,125,"Qantas","8"
3503349,136,"Singapore Airlines","9"
3503341,163,"Emirates","8"
3498181,156,"Emirates","Excellent  10"
3498205,154,"Emirates","9"
3501755,124,"Emirates","6"
3503006,121,"JetStar","6"
3503070,104,"Air New Zealand","Excellent  10"
3503081,102,"JetStar","Excellent  10"
3503086,119,"Air New Zealand","Excellent  10"
3503085,107,"Air New Zealand","8"
3503123,122,"JetStar","8"
3501747,149,"Air New Zealand","9"
3503127,128,"Air New Zealand","6"
3501823,157,"Another airline",NA
3503289,127,"Air New Zealand","9"
3503257,143,"Qantas","8"
3498103,122,"Virgin/Virgin Blue/Pacific Blue","5"
3503317,151,"Air New Zealand","7"
3503042,165,"Air New Zealand","Excellent  10"
3503345,107,"Qantas","9"
3503366,106,"Singapore Airlines","9"
3502966,154,"Emirates","Excellent  10"
3498155,147,"Emirates","Excellent  10"
3501763,122,"Malaysian Airlines","5"
3503387,153,"Air New Zealand","9"
3503125,178,"Another airline",NA
3503385,170,"Virgin/Virgin Blue/Pacific Blue","7"
3498201,132,"Singapore Airlines","9"
3498163,143,"Not sure",NA
3503368,134,"Qantas","8"
3503115,107,"Virgin/Virgin Blue/Pacific Blue","8"
3503395,104,"Virgin/Virgin Blue/Pacific Blue","4"
3501759,139,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3503001,144,"Lufthansa","Not Sure"
3503038,150,"Korean Air","7"
3503301,139,"Emirates","8"
3501831,131,"Qantas","9"
3503416,130,"Emirates","8"
3501847,141,"Singapore Airlines","8"
3502836,130,"Korean Air","Excellent  10"
3503456,169,"Singapore Airlines","6"
3502974,132,"Korean Air","Excellent  10"
3503420,133,"Singapore Airlines","9"
3503098,143,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3503404,117,"JetStar","6"
3501839,114,"Air New Zealand","Excellent  10"
3503102,120,"Virgin/Virgin Blue/Pacific Blue","9"
3503155,163,"Air New Zealand","9"
3503134,117,"Virgin/Virgin Blue/Pacific Blue","7"
3503130,164,"Air New Zealand","7"
3503223,157,"Virgin/Virgin Blue/Pacific Blue","7"
3503135,104,"Virgin/Virgin Blue/Pacific Blue","9"
3503138,111,"Air New Zealand","8"
3503139,135,"Virgin/Virgin Blue/Pacific Blue","8"
3503167,171,"Emirates","Excellent  10"
3503492,216,"Emirates","9"
3501907,108,"Emirates","Excellent  10"
3503524,165,"Emirates","9"
3503154,108,"Air New Zealand","7"
3503424,138,"Singapore Airlines","Excellent  10"
3503452,155,"Singapore Airlines","8"
3501859,209,"Air New Zealand","8"
3501855,157,"Air New Zealand","8"
3503460,152,"Singapore Airlines","9"
3503516,143,"Virgin/Virgin Blue/Pacific Blue","7"
3503194,155,"Emirates","7"
3498139,130,"Not sure",NA
3503146,162,"Qantas","8"
3501863,149,"Air New Zealand","9"
3503432,171,"Singapore Airlines","8"
3503163,106,"Virgin/Virgin Blue/Pacific Blue","8"
3503175,167,"Air New Zealand","Not Sure"
3503219,133,"Virgin/Virgin Blue/Pacific Blue","4"
3503198,140,"Air New Zealand","Excellent  10"
3503235,166,"Singapore Airlines","9"
3503500,138,"Emirates","Excellent  10"
3503508,162,"Qantas","Excellent  10"
3503548,184,"Singapore Airlines","8"
3501867,191,"Air New Zealand","9"
3503532,151,"Virgin/Virgin Blue/Pacific Blue","8"
3503608,128,"Air New Zealand","6"
3503333,176,"Emirates","7"
3503468,186,"Another airline",NA
3503657,104,"Emirates","Excellent  10"
3503215,154,"Air New Zealand","9"
3503667,166,"Emirates","7"
3503266,110,"Emirates","Excellent  10"
3503275,139,"Singapore Airlines","Excellent  10"
3501947,140,"Air New Zealand","9"
3501951,107,"JetStar","2"
3503628,143,"Air New Zealand","9"
3501871,135,"Air New Zealand","Excellent  10"
3503251,130,"Air New Zealand","7"
3503218,146,"Air New Zealand","8"
3501943,153,"China Southern","7"
3503170,129,"Emirates","8"
3503659,109,"Emirates","9"
3503584,127,"Virgin/Virgin Blue/Pacific Blue","6"
3503287,126,"Air New Zealand","8"
3501875,165,"Air New Zealand","9"
3503247,194,"Another airline",NA
3503576,119,"Air New Zealand","Excellent  10"
3503202,144,"Air New Zealand","Excellent  10"
3503671,175,"Qantas","8"
3501923,127,"Air New Zealand","8"
3503270,180,"Singapore Airlines","8"
3503222,120,"Virgin/Virgin Blue/Pacific Blue","7"
3503663,107,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3503274,131,"Singapore Airlines","9"
3503234,134,"Singapore Airlines","9"
3501980,155,"Air New Zealand","9"
3503238,162,"Virgin/Virgin Blue/Pacific Blue","8"
3501967,119,"Virgin/Virgin Blue/Pacific Blue","9"
3503707,179,"Qantas","8"
3503282,142,"Air New Zealand","9"
3503751,145,"Singapore Airlines","7"
3503731,196,"Another airline",NA
3501982,114,"Air New Zealand","Excellent  10"
3503763,149,"Singapore Airlines","7"
3503727,132,"Qantas","Excellent  10"
3503767,144,"Virgin/Virgin Blue/Pacific Blue","7"
3503807,117,"Virgin/Virgin Blue/Pacific Blue","5"
3503303,140,"Air New Zealand","8"
3503250,136,"Air New Zealand","9"
3501990,144,"China Southern","9"
3501992,131,"Air New Zealand","Excellent  10"
3503302,181,"Air New Zealand","8"
3503779,179,"Air New Zealand","Excellent  10"
3502006,122,"Air New Zealand","Excellent  10"
3502010,121,"Air New Zealand","Excellent  10"
3503600,120,"Qantas","7"
3503453,174,"Singapore Airlines","6"
3503425,161,"Singapore Airlines","Excellent  10"
3503449,144,"Singapore Airlines","7"
3502014,174,"Another airline",NA
3503362,146,"Air New Zealand","9"
3502035,155,"China Southern","6"
3502031,214,"Cathay Pacific","9"
3503307,161,"China Southern","7"
3503827,160,"JetStar","6"
3503291,143,"Virgin/Virgin Blue/Pacific Blue","9"
3522588,194,"Air New Zealand","Excellent  10"
3501975,187,"Another airline",NA
3503759,181,"Air New Zealand","7"
3502002,188,"Another airline",NA
3503791,146,"Singapore Airlines","8"
3503803,173,"Qantas","9"
3503311,171,"Singapore Airlines","9"
3503322,134,"Air New Zealand","Excellent  10"
3503263,209,"Emirates","8"
3503290,156,"Emirates","Excellent  10"
3503691,171,"Emirates","8"
3503306,118,"Emirates","Excellent  10"
3502065,166,"British Airways","6"
3503335,153,"Emirates","7"
3522644,131,"Emirates","Excellent  10"
3503359,158,"Emirates","9"
3522696,150,"Emirates","Excellent  10"
3522564,113,"Emirates","6"
3503343,175,"Emirates","8"
3502101,118,"Emirates","Excellent  10"
3502121,111,"Emirates","9"
3503461,177,"Singapore Airlines","Excellent  10"
3522632,124,"JetStar","3"
3502109,131,"Another airline",NA
3522616,114,"Qantas","8"
3502073,157,"Qantas","2"
3503473,146,"Singapore Airlines","9"
3522652,149,"Virgin/Virgin Blue/Pacific Blue","7"
3522668,149,"Another airline",NA
3503369,172,"Singapore Airlines","8"
3503310,122,"Air New Zealand","Excellent  10"
3503299,120,"Air New Zealand","9"
3503326,148,"Qantas","Excellent  10"
3503831,104,"Virgin/Virgin Blue/Pacific Blue","9"
3502043,168,"Singapore Airlines","7"
3503711,172,"Emirates","8"
3503735,164,"Emirates","9"
3502051,157,"Korean Air","Excellent  10"
3522736,144,"Korean Air","9"
3522772,151,"Cathay Pacific","6"
3522596,167,"Virgin/Virgin Blue/Pacific Blue","8"
3522704,174,"Air New Zealand","Excellent  10"
3503207,161,"Korean Air","Excellent  10"
3503319,148,"JetStar","8"
3522720,155,"Air New Zealand","9"
3503373,113,"Japan Airlines","8"
3522768,133,"Another airline",NA
3522604,143,"Air New Zealand","Excellent  10"
3522744,164,"Air New Zealand","Excellent  10"
3503505,139,"Air New Zealand","Excellent  10"
3502169,196,"Emirates","Excellent  10"
3522808,142,"British Airways","7"
3503771,119,"Emirates","Excellent  10"
3522724,120,"Emirates","9"
3503497,139,"Emirates","8"
3502145,149,"Emirates","6"
3522592,166,"Qantas","8"
3503365,168,"Air New Zealand","9"
3522600,196,"Qantas","8"
3522788,179,"Air New Zealand","7"
3503384,108,"Virgin/Virgin Blue/Pacific Blue","7"
3522796,105,"Qantas","4"
3502081,128,"Air New Zealand","Excellent  10"
3502239,108,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3502203,229,"Qantas","Excellent  10"
3502185,112,"Cathay Pacific","Excellent  10"
3503549,163,"Lufthansa","Excellent  10"
3503541,128,"JetStar","Excellent  10"
3503379,118,"Air New Zealand","9"
3502231,124,"Cathay Pacific","6"
3503561,137,"Air New Zealand","8"
3503371,147,"Singapore Airlines","9"
3502153,169,"Virgin/Virgin Blue/Pacific Blue","7"
3503588,115,"Korean Air","9"
3522780,146,"Korean Air","7"
3502173,126,"JetStar","6"
3522700,180,"Another airline",NA
3522811,108,"Air New Zealand","Excellent  10"
3503383,108,"Air New Zealand","Excellent  10"
3502129,161,"Air New Zealand","6"
3502215,121,"Another airline",NA
3502247,146,"Malaysian Airlines","6"
3522825,199,"Lufthansa","9"
3522833,152,"Korean Air","8"
3503637,199,"Qantas","Excellent  10"
3503647,152,"Singapore Airlines","9"
3503649,152,"Singapore Airlines","Excellent  10"
3503400,160,"Emirates","9"
3522843,109,"Emirates","Excellent  10"
3502255,131,"Air New Zealand","Excellent  10"
3502287,115,"Air New Zealand","9"
3503629,175,"Air New Zealand","9"
